datetime,elapsed_s,pressure_hpa
2000/01/01@00:41:11,8,975.67736
2000/01/01@00:41:12,9,975.5645
2000/01/01@00:41:13,10,975.6325
2000/01/01@00:41:14,11,975.6032
2000/01/01@00:41:15,12,975.6209
2000/01/01@00:41:16,13,975.62332
2000/01/01@00:41:17,14,975.6333
2000/01/01@00:41:18,15,975.62148
2000/01/01@00:41:19,16,975.6767
2000/01/01@00:41:20,17,975.59032
2000/01/01@00:41:22,19,975.623936
2000/01/01@00:41:23,20,975.6039
2000/01/01@00:41:24,21,975.60344
2000/01/01@00:41:25,22,975.5949
2000/01/01@00:41:26,23,975.6448
2000/01/01@00:41:27,24,975.6699
2000/01/01@00:41:28,25,975.674432
2000/01/01@00:41:29,26,975.67912
2000/01/01@00:41:30,27,975.6726
2000/01/01@00:41:31,28,975.6677
2000/01/01@00:41:32,29,975.63616
2000/01/01@00:41:34,30,975.64708
2000/01/01@00:41:35,32,975.613
2000/01/01@00:41:36,33,975.6292
2000/01/01@00:41:37,34,975.6294
2000/01/01@00:41:38,35,975.5925
2000/01/01@00:41:39,36,975.632
2000/01/01@00:41:40,37,975.6236
2000/01/01@00:41:41,38,975.647
2000/01/01@00:41:42,39,975.608
2000/01/01@00:41:43,40,975.5962
2000/01/01@00:41:44,41,975.628864
2000/01/01@00:41:45,42,975.59908
2000/01/01@00:41:47,44,975.59316
2000/01/01@00:41:48,45,975.56712
2000/01/01@00:41:49,46,975.5734
2000/01/01@00:41:50,47,975.5989
2000/01/01@00:41:51,48,975.5703
2000/01/01@00:41:52,49,975.5337
2000/01/01@00:41:53,50,975.5769
2000/01/01@00:41:54,51,975.5808
2000/01/01@00:41:55,52,975.5298
2000/01/01@00:41:56,53,975.5606
2000/01/01@00:41:57,54,975.5544
2000/01/01@00:41:58,55,975.5405
2000/01/01@00:42:00,57,975.5642
2000/01/01@00:42:01,58,975.5558
2000/01/01@00:42:02,59,975.5662
2000/01/01@00:42:03,60,975.4945
2000/01/01@00:42:04,61,975.492
2000/01/01@00:42:05,62,975.539
2000/01/01@00:42:06,63,975.46184
2000/01/01@00:42:07,64,975.4869
2000/01/01@00:42:08,65,975.43692
2000/01/01@00:42:09,66,975.5005
2000/01/01@00:42:10,67,975.5181
2000/01/01@00:42:11,68,975.55304
2000/01/01@00:42:13,70,975.5313
2000/01/01@00:42:14,71,975.54984
2000/01/01@00:42:15,72,975.54868
2000/01/01@00:42:16,73,975.5578
2000/01/01@00:42:17,74,975.5607
2000/01/01@00:42:18,75,975.6108
2000/01/01@00:42:19,76,975.5711
2000/01/01@00:42:20,77,975.5711
2000/01/01@00:42:21,78,975.5809
2000/01/01@00:42:22,79,975.5847
2000/01/01@00:42:23,80,975.56536
2000/01/01@00:42:24,81,975.56195
2000/01/01@00:42:26,83,975.578336
2000/01/01@00:42:27,84,975.56808
2000/01/01@00:42:28,85,975.59452
2000/01/01@00:42:29,86,975.6
2000/01/01@00:42:30,87,975.59688
2000/01/01@00:42:31,88,975.5751
2000/01/01@00:42:32,89,975.60264
2000/01/01@00:42:33,90,975.5739
2000/01/01@00:42:34,91,975.6007
2000/01/01@00:42:35,92,975.6216
2000/01/01@00:42:36,93,975.6019
2000/01/01@00:42:38,94,975.62492
2000/01/01@00:42:39,96,975.59576
2000/01/01@00:42:40,97,975.5831
2000/01/01@00:42:41,98,975.58232
2000/01/01@00:42:42,99,975.58328
2000/01/01@00:42:43,100,975.60652
2000/01/01@00:42:44,101,975.6356
2000/01/01@00:42:45,102,975.5847
2000/01/01@00:42:46,103,975.6268
2000/01/01@00:42:47,104,975.64684
2000/01/01@00:42:48,105,975.6319
2000/01/01@00:42:49,106,975.6318
2000/01/01@00:42:50,107,975.64548
2000/01/01@00:42:52,109,975.6687
2000/01/01@00:42:53,110,975.6268
2000/01/01@00:42:54,111,975.645536
2000/01/01@00:42:55,112,975.60916
2000/01/01@00:42:56,113,975.6358
2000/01/01@00:42:57,114,975.6174
2000/01/01@00:42:58,115,975.6101
2000/01/01@00:42:59,116,975.59688
2000/01/01@00:43:00,117,975.6018
2000/01/01@00:43:01,118,975.6066
2000/01/01@00:43:02,119,975.59608
2000/01/01@00:43:04,121,975.6089
2000/01/01@00:43:05,122,975.6197
2000/01/01@00:43:06,123,975.5974
2000/01/01@00:43:07,124,975.58232
2000/01/01@00:43:08,125,975.5843
2000/01/01@00:43:09,126,975.60048
2000/01/01@00:43:10,127,975.59376
2000/01/01@00:43:11,128,975.58152
2000/01/01@00:43:12,129,975.5825
2000/01/01@00:43:13,130,975.59316
2000/01/01@00:43:14,131,975.5871
2000/01/01@00:43:15,132,975.5929
2000/01/01@00:43:17,134,975.60732
2000/01/01@00:43:18,135,975.5709
2000/01/01@00:43:19,136,975.6051
2000/01/01@00:43:20,137,975.61976
2000/01/01@00:43:21,138,975.5822
2000/01/01@00:43:22,139,975.563968
2000/01/01@00:43:23,140,975.5754
2000/01/01@00:43:24,141,975.5913
2000/01/01@00:43:25,142,975.5695
2000/01/01@00:43:26,143,975.558864
2000/01/01@00:43:27,144,975.55192
2000/01/01@00:43:28,145,975.5886
2000/01/01@00:43:30,147,975.580432
2000/01/01@00:43:31,148,975.5721
2000/01/01@00:43:32,149,975.5503
2000/01/01@00:43:33,150,975.5348
2000/01/01@00:43:34,151,975.5598
2000/01/01@00:43:35,152,975.5326
2000/01/01@00:43:36,153,975.494464
2000/01/01@00:43:37,154,975.46824
2000/01/01@00:43:38,155,975.5203
2000/01/01@00:43:39,156,975.506064
2000/01/01@00:43:40,157,975.4897
2000/01/01@00:43:41,158,975.553
2000/01/01@00:43:43,160,975.49632
2000/01/01@00:43:44,161,975.5382
2000/01/01@00:43:45,162,975.5009
2000/01/01@00:43:46,163,975.5032
2000/01/01@00:43:47,164,975.53108
2000/01/01@00:43:48,165,975.5092
2000/01/01@00:43:49,166,975.5403
2000/01/01@00:43:50,167,975.53032
2000/01/01@00:43:51,168,975.5778
2000/01/01@00:43:52,169,975.5188
2000/01/01@00:43:53,170,975.534
2000/01/01@00:43:54,171,975.522
2000/01/01@00:43:56,173,975.58548
2000/01/01@00:43:57,174,975.5539
2000/01/01@00:43:58,175,975.57024
2000/01/01@00:43:59,176,975.58816
2000/01/01@00:44:00,177,975.5926
2000/01/01@00:44:01,178,975.5912
2000/01/01@00:44:02,179,975.5762
2000/01/01@00:44:03,180,975.5584
2000/01/01@00:44:04,181,975.56252
2000/01/01@00:44:05,182,975.5354
2000/01/01@00:44:06,183,975.57244
2000/01/01@00:44:08,185,975.5714
2000/01/01@00:44:09,186,975.59688
2000/01/01@00:44:10,187,975.59408
2000/01/01@00:44:11,188,975.593
2000/01/01@00:44:12,189,975.57268
2000/01/01@00:44:13,190,975.609
2000/01/01@00:44:14,191,975.59704
2000/01/01@00:44:15,192,975.6239
2000/01/01@00:44:16,193,975.6339
2000/01/01@00:44:17,194,975.6172
2000/01/01@00:44:18,195,975.6227
2000/01/01@00:44:19,196,975.6021
2000/01/01@00:44:21,198,975.636336
2000/01/01@00:44:22,199,975.632736
2000/01/01@00:44:23,200,975.6145
2000/01/01@00:44:24,201,975.5979
2000/01/01@00:44:25,202,975.61668
2000/01/01@00:44:26,203,975.6487
2000/01/01@00:44:27,204,975.6576
2000/01/01@00:44:28,205,975.62
2000/01/01@00:44:29,206,975.6345
2000/01/01@00:44:30,207,975.628336
2000/01/01@00:44:31,208,975.6193
2000/01/01@00:44:32,209,975.6633
2000/01/01@00:44:34,211,975.6415
2000/01/01@00:44:35,212,975.6473
2000/01/01@00:44:36,213,975.62024
2000/01/01@00:44:37,214,975.6354
2000/01/01@00:44:38,215,975.59608
2000/01/01@00:44:39,216,975.576
2000/01/01@00:44:40,217,975.5229
2000/01/01@00:44:41,218,975.5764
2000/01/01@00:44:42,219,975.5174
2000/01/01@00:44:43,220,975.5678
2000/01/01@00:44:44,221,975.567
2000/01/01@00:44:45,222,975.55192
2000/01/01@00:44:47,224,975.568
2000/01/01@00:44:48,225,975.57008
2000/01/01@00:44:49,226,975.5851
2000/01/01@00:44:50,227,975.5751
2000/01/01@00:44:51,228,975.5861
2000/01/01@00:44:52,229,975.589264
2000/01/01@00:44:53,230,975.58968
2000/01/01@00:44:54,231,975.596432
2000/01/01@00:44:55,232,975.6202
2000/01/01@00:44:56,233,975.5888
2000/01/01@00:44:57,234,975.64136
2000/01/01@00:44:58,235,975.64016
2000/01/01@00:45:00,237,975.61692
2000/01/01@00:45:01,238,975.60803
