datetime,elapsed_s,pressure_hpa
2000/01/01@08:19:29,91,442.36276
2000/01/01@08:19:30,92,442.9834
2000/01/01@08:19:31,93,443.69604
2000/01/01@08:19:32,94,444.43856
2000/01/01@08:19:33,95,445.09756
2000/01/01@08:19:34,96,445.6876
2000/01/01@08:19:35,97,446.40752
2000/01/01@08:19:36,98,447.01508
2000/01/01@08:19:37,99,447.75204
2000/01/01@08:19:38,100,448.446268
2000/01/01@08:19:40,102,449.06304
2000/01/01@08:19:41,103,449.66076
2000/01/01@08:19:42,104,450.48548
2000/01/01@08:19:43,105,451.18076
2000/01/01@08:19:44,106,451.822768
2000/01/01@08:19:45,107,452.48228
2000/01/01@08:19:46,108,453.2522
2000/01/01@08:19:47,109,453.9467
2000/01/01@08:19:48,110,454.52264
2000/01/01@08:19:49,111,455.312736
2000/01/01@08:19:50,112,455.9268
2000/01/01@08:19:51,113,456.6748
2000/01/01@08:19:53,115,457.3626
2000/01/01@08:19:54,116,458.060436
2000/01/01@08:19:55,117,458.7518
2000/01/01@08:19:56,118,459.35844
2000/01/01@08:19:57,119,460.149784
2000/01/01@08:19:58,120,460.85936
2000/01/01@08:19:59,121,461.484336
2000/01/01@08:20:00,122,462.14064
2000/01/01@08:20:01,123,462.79588
2000/01/01@08:20:02,124,463.6413
2000/01/01@08:20:03,125,464.2327
2000/01/01@08:20:04,126,465.0193
2000/01/01@08:20:06,128,465.7271
2000/01/01@08:20:07,129,466.32312
2000/01/01@08:20:08,130,466.957832
2000/01/01@08:20:09,131,467.7086
2000/01/01@08:20:10,132,468.37164
2000/01/01@08:20:11,133,469.1377
2000/01/01@08:20:12,134,469.87
2000/01/01@08:20:13,135,470.53156
2000/01/01@08:20:14,136,471.19964
2000/01/01@08:20:15,137,471.98188
2000/01/01@08:20:16,138,472.69648
2000/01/01@08:20:17,139,473.3968
2000/01/01@08:20:19,141,474.0635
2000/01/01@08:20:20,142,474.819568
2000/01/01@08:20:21,143,475.469032
2000/01/01@08:20:22,144,476.22016
2000/01/01@08:20:23,145,477.01412
2000/01/01@08:20:24,146,477.7691
2000/01/01@08:20:25,147,478.49584
2000/01/01@08:20:26,148,479.23504
2000/01/01@08:20:27,149,479.96628
2000/01/01@08:20:28,150,480.70064
2000/01/01@08:20:29,151,481.4209
2000/01/01@08:20:31,153,482.16476
2000/01/01@08:20:32,154,482.99424
2000/01/01@08:20:33,155,483.66672
2000/01/01@08:20:34,156,484.4841
2000/01/01@08:20:35,157,485.20276
2000/01/01@08:20:36,158,486.0009
2000/01/01@08:20:37,159,486.73408
2000/01/01@08:20:38,160,487.605216
2000/01/01@08:20:39,161,488.4083
2000/01/01@08:20:40,162,488.97996
2000/01/01@08:20:41,163,489.7627
2000/01/01@08:20:42,164,490.63472
2000/01/01@08:20:44,166,491.432
2000/01/01@08:20:45,167,492.19584
2000/01/01@08:20:46,168,492.8828
2000/01/01@08:20:47,169,493.7699
2000/01/01@08:20:48,170,494.43292
2000/01/01@08:20:49,171,495.3721
2000/01/01@08:20:50,172,495.99216
2000/01/01@08:20:51,173,496.67592
2000/01/01@08:20:52,174,497.50484
2000/01/01@08:20:53,175,498.24656
2000/01/01@08:20:54,176,498.9081
2000/01/01@08:20:55,177,499.72736
2000/01/01@08:20:57,179,500.371968
2000/01/01@08:20:58,180,501.30804
2000/01/01@08:20:59,181,501.9936
2000/01/01@08:21:00,182,502.87776
2000/01/01@08:21:01,183,503.6345
2000/01/01@08:21:02,184,504.3333
2000/01/01@08:21:03,185,505.1701
2000/01/01@08:21:04,186,505.9496
2000/01/01@08:21:05,187,506.74964
2000/01/01@08:21:06,188,507.44936
2000/01/01@08:21:07,189,508.335936
2000/01/01@08:21:08,190,508.97196
2000/01/01@08:21:10,192,509.764336
2000/01/01@08:21:11,193,510.64392
2000/01/01@08:21:12,194,511.3407
2000/01/01@08:21:13,195,512.0871
2000/01/01@08:21:14,196,513.1476
2000/01/01@08:21:15,197,513.59216
2000/01/01@08:21:16,198,514.5617
2000/01/01@08:21:17,199,515.50632
2000/01/01@08:21:18,200,516.2082
2000/01/01@08:21:19,201,516.8427
2000/01/01@08:21:20,202,517.5667
2000/01/01@08:21:22,204,518.59848
2000/01/01@08:21:23,205,518.96124
2000/01/01@08:21:24,206,519.8542
2000/01/01@08:21:25,207,520.6182
2000/01/01@08:21:26,208,521.46324
2000/01/01@08:21:27,209,522.3529
2000/01/01@08:21:28,210,523.0073
2000/01/01@08:21:29,211,524.0515
2000/01/01@08:21:30,212,524.70044
2000/01/01@08:21:31,213,525.68632
2000/01/01@08:21:32,214,526.1127
2000/01/01@08:21:33,215,527.2235
2000/01/01@08:21:35,217,527.83056
2000/01/01@08:21:36,218,528.8572
2000/01/01@08:21:37,219,529.6482
2000/01/01@08:21:38,220,530.26732
2000/01/01@08:21:39,221,530.97876
2000/01/01@08:21:40,222,531.81616
2000/01/01@08:21:41,223,532.5616
2000/01/01@08:21:42,224,533.3524
2000/01/01@08:21:43,225,534.3435
2000/01/01@08:21:44,226,535.0518
2000/01/01@08:21:45,227,535.8508
2000/01/01@08:21:46,228,536.67596
2000/01/01@08:21:48,230,537.48664
2000/01/01@08:21:49,231,538.30004
2000/01/01@08:21:50,232,539.14376
2000/01/01@08:21:51,233,539.9773
2000/01/01@08:21:52,234,540.64196
2000/01/01@08:21:53,235,541.4539
2000/01/01@08:21:54,236,542.37964
2000/01/01@08:21:55,237,542.9327
2000/01/01@08:21:56,238,543.91204
2000/01/01@08:21:57,239,544.54644
2000/01/01@08:21:58,240,545.48752
2000/01/01@08:21:59,241,546.2839
2000/01/01@08:22:01,243,547.11944
2000/01/01@08:22:02,244,547.949
2000/01/01@08:22:03,245,548.60624
2000/01/01@08:22:04,246,549.66
2000/01/01@08:22:05,247,550.212
2000/01/01@08:22:06,248,551.10184
2000/01/01@08:22:07,249,552.0904
2000/01/01@08:22:08,250,552.683
2000/01/01@08:22:09,251,553.4623
2000/01/01@08:22:10,252,554.3943
2000/01/01@08:22:11,253,555.11944
2000/01/01@08:22:12,254,555.8518
2000/01/01@08:22:14,256,556.7472
2000/01/01@08:22:15,257,557.4953
2000/01/01@08:22:16,258,558.3629
2000/01/01@08:22:17,259,559.1432
2000/01/01@08:22:18,260,559.9501
2000/01/01@08:22:19,261,560.8226
2000/01/01@08:22:20,262,561.8005
2000/01/01@08:22:21,263,562.70356
2000/01/01@08:22:22,264,563.1479
2000/01/01@08:22:23,265,564.1233
2000/01/01@08:22:24,266,564.9393
2000/01/01@08:22:25,267,565.91584
2000/01/01@08:22:27,269,566.41092
2000/01/01@08:22:28,270,567.37868
2000/01/01@08:22:29,271,568.3705
2000/01/01@08:22:30,272,568.9324
2000/01/01@08:22:31,273,569.8268
2000/01/01@08:22:32,274,570.48192
2000/01/01@08:22:33,275,571.537
2000/01/01@08:22:34,276,572.2942
2000/01/01@08:22:35,277,573.06024
2000/01/01@08:22:36,278,573.85144
2000/01/01@08:22:37,279,574.77796
2000/01/01@08:22:38,280,575.6252
2000/01/01@08:22:40,282,576.31464
2000/01/01@08:22:41,283,577.3564
2000/01/01@08:22:42,284,578.2249
2000/01/01@08:22:43,285,578.7124
2000/01/01@08:22:44,286,580.01856
2000/01/01@08:22:45,287,580.74224
2000/01/01@08:22:46,288,581.5655
2000/01/01@08:22:47,289,582.3836
2000/01/01@08:22:48,290,583.37368
2000/01/01@08:22:49,291,583.9866
2000/01/01@08:22:50,292,585.0069
2000/01/01@08:22:52,293,585.84704
2000/01/01@08:22:53,295,586.62664
2000/01/01@08:22:54,296,587.38964
2000/01/01@08:22:55,297,588.32416
2000/01/01@08:22:56,298,589.27936
2000/01/01@08:22:57,299,589.9513
2000/01/01@08:22:58,300,590.8443
2000/01/01@08:22:59,301,591.60584
2000/01/01@08:23:00,302,592.4854
2000/01/01@08:23:01,303,593.51824
2000/01/01@08:23:02,304,594.0856
2000/01/01@08:23:03,305,595.0519
2000/01/01@08:23:04,306,596.08576
2000/01/01@08:23:06,308,596.7519
2000/01/01@08:23:07,309,597.67584
2000/01/01@08:23:08,310,598.745
2000/01/01@08:23:09,311,599.2314
2000/01/01@08:23:10,312,600.18852
2000/01/01@08:23:11,313,601.08636
2000/01/01@08:23:12,314,601.922
2000/01/01@08:23:13,315,602.70308
2000/01/01@08:23:14,316,603.76416
2000/01/01@08:23:15,317,604.4123
2000/01/01@08:23:16,318,605.4087
2000/01/01@08:23:18,320,605.9995
2000/01/01@08:23:19,321,607.0291
2000/01/01@08:23:20,322,607.8694
2000/01/01@08:23:21,323,608.645
2000/01/01@08:23:22,324,609.35944
2000/01/01@08:23:23,325,610.3016
2000/01/01@08:23:24,326,611.3045
2000/01/01@08:23:25,327,612.2138
2000/01/01@08:23:26,328,612.9651
2000/01/01@08:23:27,329,613.73304
2000/01/01@08:23:28,330,614.6801
2000/01/01@08:23:29,331,615.52292
2000/01/01@08:23:31,333,616.4608
2000/01/01@08:23:32,334,617.27024
2000/01/01@08:23:33,335,618.1521
2000/01/01@08:23:34,336,619.0065
2000/01/01@08:23:35,337,619.8574
2000/01/01@08:23:36,338,620.8191
2000/01/01@08:23:37,339,621.5443
2000/01/01@08:23:38,340,622.49924
2000/01/01@08:23:39,341,623.3491
2000/01/01@08:23:40,342,624.08376
2000/01/01@08:23:41,343,625.0094
2000/01/01@08:23:42,344,625.8153
2000/01/01@08:23:44,346,626.7303
2000/01/01@08:23:45,347,627.5295
2000/01/01@08:23:46,348,628.43716
2000/01/01@08:23:47,349,629.2564
2000/01/01@08:23:48,350,629.99096
2000/01/01@08:23:49,351,630.8173
2000/01/01@08:23:50,352,631.6043
2000/01/01@08:23:51,353,632.5065
2000/01/01@08:23:52,354,633.2221
2000/01/01@08:23:53,355,634.15436
2000/01/01@08:23:54,356,634.94008
2000/01/01@08:23:55,357,635.73424
2000/01/01@08:23:57,359,636.6255
2000/01/01@08:23:58,360,637.4402
2000/01/01@08:23:59,361,638.4651
2000/01/01@08:24:00,362,639.36896
2000/01/01@08:24:01,363,640.0134
2000/01/01@08:24:02,364,640.8689
2000/01/01@08:24:03,365,641.74068
2000/01/01@08:24:04,366,642.6262
2000/01/01@08:24:05,367,643.29916
2000/01/01@08:24:06,368,644.2667
2000/01/01@08:24:07,369,645.0352
2000/01/01@08:24:08,370,645.9992
2000/01/01@08:24:10,372,646.8213
2000/01/01@08:24:11,373,647.5899
2000/01/01@08:24:12,374,648.4533
2000/01/01@08:24:13,375,649.4148
2000/01/01@08:24:14,376,650.18424
2000/01/01@08:24:15,377,651.1318
2000/01/01@08:24:16,378,651.86708
2000/01/01@08:24:17,379,652.9647
2000/01/01@08:24:18,380,653.5139
2000/01/01@08:24:19,381,654.4448
2000/01/01@08:24:20,382,655.27952
2000/01/01@08:24:21,383,656.1461
2000/01/01@08:24:23,385,657.16736
2000/01/01@08:24:24,386,657.86664
2000/01/01@08:24:25,387,658.8011
2000/01/01@08:24:26,388,659.5457
2000/01/01@08:24:27,389,660.4995
2000/01/01@08:24:28,390,661.31604
2000/01/01@08:24:29,391,662.32732
2000/01/01@08:24:30,392,663.06556
2000/01/01@08:24:31,393,663.9796
2000/01/01@08:24:32,394,665.06164
2000/01/01@08:24:33,395,665.62744
2000/01/01@08:24:35,396,666.7132
2000/01/01@08:24:36,398,667.2679
2000/01/01@08:24:37,399,668.3427
2000/01/01@08:24:38,400,669.4277
2000/01/01@08:24:39,401,669.8853
2000/01/01@08:24:40,402,670.9601
2000/01/01@08:24:41,403,671.762
2000/01/01@08:24:42,404,672.6683
2000/01/01@08:24:43,405,673.41976
2000/01/01@08:24:44,406,674.2974
2000/01/01@08:24:45,407,675.28068
2000/01/01@08:24:46,408,676.1149
2000/01/01@08:24:48,410,676.9398
2000/01/01@08:24:49,411,677.8159
2000/01/01@08:24:50,412,678.716436
2000/01/01@08:24:51,413,679.5057
2000/01/01@08:24:52,414,680.52152
2000/01/01@08:24:53,415,681.1853
2000/01/01@08:24:54,416,682.3568
2000/01/01@08:24:55,417,683.0261
2000/01/01@08:24:56,418,683.721
2000/01/01@08:24:57,419,684.95232
2000/01/01@08:24:58,420,685.6094
2000/01/01@08:24:59,421,686.51152
2000/01/01@08:25:01,423,687.3873
2000/01/01@08:25:02,424,688.3536
2000/01/01@08:25:03,425,689.28624
2000/01/01@08:25:04,426,690.245
2000/01/01@08:25:05,427,690.8549
2000/01/01@08:25:06,428,691.765568
2000/01/01@08:25:07,429,692.91704
2000/01/01@08:25:08,430,693.4475
2000/01/01@08:25:09,431,694.43508
2000/01/01@08:25:10,432,695.4546
2000/01/01@08:25:11,433,696.0906
2000/01/01@08:25:12,434,697.23984
2000/01/01@08:25:14,436,697.83908
2000/01/01@08:25:15,437,698.76624
2000/01/01@08:25:16,438,699.8452
2000/01/01@08:25:17,439,700.52668
2000/01/01@08:25:18,440,701.3739
2000/01/01@08:25:19,441,702.38416
2000/01/01@08:25:20,442,703.3564
2000/01/01@08:25:21,443,704.34016
2000/01/01@08:25:22,444,705.2746
2000/01/01@08:25:23,445,705.84092
2000/01/01@08:25:24,446,706.8636
2000/01/01@08:25:25,447,707.8078
2000/01/01@08:25:27,449,708.54768
2000/01/01@08:25:28,450,709.542336
2000/01/01@08:25:29,451,710.20532
2000/01/01@08:25:30,452,711.20732
2000/01/01@08:25:31,453,711.96856
2000/01/01@08:25:32,454,713.07416
2000/01/01@08:25:33,455,713.8042
2000/01/01@08:25:34,456,714.72048
2000/01/01@08:25:35,457,715.407
2000/01/01@08:25:36,458,716.371136
2000/01/01@08:25:37,459,717.2975
2000/01/01@08:25:38,460,718.05632
2000/01/01@08:25:40,462,718.8885
2000/01/01@08:25:41,463,719.8438
2000/01/01@08:25:42,464,720.4941
2000/01/01@08:25:43,465,721.50616
2000/01/01@08:25:44,466,722.28548
2000/01/01@08:25:45,467,723.182
2000/01/01@08:25:46,468,724.30632
2000/01/01@08:25:47,469,724.81852
2000/01/01@08:25:48,470,725.7717
2000/01/01@08:25:49,471,726.7274
2000/01/01@08:25:50,472,727.5889
2000/01/01@08:25:51,473,728.4377
2000/01/01@08:25:53,475,729.30648
2000/01/01@08:25:54,476,730.18616
2000/01/01@08:25:55,477,731.0421
2000/01/01@08:25:56,478,731.91816
2000/01/01@08:25:57,479,732.82792
2000/01/01@08:25:58,480,733.495236
2000/01/01@08:25:59,481,734.334836
2000/01/01@08:26:00,482,735.347936
2000/01/01@08:26:01,483,735.95024
2000/01/01@08:26:02,484,737.10408
2000/01/01@08:26:03,485,737.7075
2000/01/01@08:26:04,486,738.5826
2000/01/01@08:26:06,488,739.6982
2000/01/01@08:26:07,489,740.274
2000/01/01@08:26:08,490,741.33332
2000/01/01@08:26:09,491,742.11616
2000/01/01@08:26:10,492,743.258
2000/01/01@08:26:11,493,743.9855
2000/01/01@08:26:12,494,744.8833
2000/01/01@08:26:13,495,745.7125
2000/01/01@08:26:14,496,746.7166
2000/01/01@08:26:15,497,747.46216
2000/01/01@08:26:16,498,748.46
2000/01/01@08:26:18,499,749.53908
2000/01/01@08:26:19,501,750.1
2000/01/01@08:26:20,502,751.122436
2000/01/01@08:26:21,503,752.18416
2000/01/01@08:26:22,504,752.7821
2000/01/01@08:26:23,505,753.73864
2000/01/01@08:26:24,506,754.7857
2000/01/01@08:26:25,507,755.6217
2000/01/01@08:26:26,508,756.63
2000/01/01@08:26:27,509,757.4153
2000/01/01@08:26:28,510,758.4896
2000/01/01@08:26:29,511,759.446036
2000/01/01@08:26:31,513,760.37648
2000/01/01@08:26:32,514,761.4406
2000/01/01@08:26:33,515,762.1964
2000/01/01@08:26:34,516,763.3196
2000/01/01@08:26:35,517,764.0924
2000/01/01@08:26:36,518,765.02092
2000/01/01@08:26:37,519,765.849236
2000/01/01@08:26:38,520,766.889136
2000/01/01@08:26:39,521,767.60208
2000/01/01@08:26:40,522,768.84816
2000/01/01@08:26:41,523,769.45448
2000/01/01@08:26:42,524,770.5645
2000/01/01@08:26:44,526,771.61668
2000/01/01@08:26:45,527,772.45016
2000/01/01@08:26:46,528,773.52668
2000/01/01@08:26:47,529,774.23336
2000/01/01@08:26:48,530,775.2965
2000/01/01@08:26:49,531,776.2358
2000/01/01@08:26:50,532,777.2264
2000/01/01@08:26:51,533,778.2612
2000/01/01@08:26:52,534,779.18664
2000/01/01@08:26:53,535,780.1351
2000/01/01@08:26:54,536,781.269
2000/01/01@08:26:55,537,782.00088
2000/01/01@08:26:57,539,783.19864
2000/01/01@08:26:58,540,784.12976
2000/01/01@08:26:59,541,785.26872
2000/01/01@08:27:00,542,785.933936
2000/01/01@08:27:01,543,787.1207
2000/01/01@08:27:02,544,788.37944
2000/01/01@08:27:03,545,789.1983
2000/01/01@08:27:04,546,790.28816
2000/01/01@08:27:05,547,791.149236
2000/01/01@08:27:06,548,792.1577
2000/01/01@08:27:07,549,793.15592
2000/01/01@08:27:08,550,794.37784
2000/01/01@08:27:10,552,795.192
2000/01/01@08:27:11,553,796.35184
2000/01/01@08:27:12,554,797.25384
2000/01/01@08:27:13,555,798.128368
2000/01/01@08:27:14,556,799.2456
2000/01/01@08:27:15,557,800.2143
2000/01/01@08:27:16,558,801.4253
2000/01/01@08:27:17,559,802.2522
2000/01/01@08:27:18,560,803.28848
2000/01/01@08:27:19,561,804.2175
2000/01/01@08:27:20,562,805.2675
2000/01/01@08:27:21,563,806.2901
2000/01/01@08:27:23,565,807.2791
2000/01/01@08:27:24,566,808.18976
2000/01/01@08:27:25,567,809.1987
2000/01/01@08:27:26,568,810.355936
2000/01/01@08:27:27,569,811.177
2000/01/01@08:27:28,570,812.1372
2000/01/01@08:27:29,571,813.3116
2000/01/01@08:27:30,572,814.2213
2000/01/01@08:27:31,573,815.3158
2000/01/01@08:27:32,574,816.3119
2000/01/01@08:27:33,575,817.322736
2000/01/01@08:27:35,577,818.3469
2000/01/01@08:27:36,578,819.2508
2000/01/01@08:27:37,579,820.31288
2000/01/01@08:27:38,580,821.2939
2000/01/01@08:27:39,581,822.2244
2000/01/01@08:27:40,582,823.2896
2000/01/01@08:27:41,583,824.238
2000/01/01@08:27:42,584,825.1574
2000/01/01@08:27:43,585,826.30116
2000/01/01@08:27:44,586,827.1024
2000/01/01@08:27:45,587,828.1975
2000/01/01@08:27:46,588,829.139
2000/01/01@08:27:47,589,830.2276
2000/01/01@08:27:49,591,831.2316
2000/01/01@08:27:50,592,832.2473
2000/01/01@08:27:51,593,833.47032
2000/01/01@08:27:52,594,834.515
2000/01/01@08:27:53,595,835.4984
2000/01/01@08:27:54,596,836.1741
2000/01/01@08:27:55,597,837.40784
2000/01/01@08:27:56,598,838.45052
2000/01/01@08:27:57,599,839.4356
2000/01/01@08:27:58,600,840.392768
2000/01/01@08:27:59,601,841.66376
2000/01/01@08:28:00,602,842.559632
2000/01/01@08:28:02,604,843.4501
2000/01/01@08:28:03,605,844.418
2000/01/01@08:28:04,606,845.6256
2000/01/01@08:28:05,607,846.4433
2000/01/01@08:28:06,608,847.545968
2000/01/01@08:28:07,609,848.58816
2000/01/01@08:28:08,610,849.5828
2000/01/01@08:28:09,611,850.75976
2000/01/01@08:28:10,612,851.543
2000/01/01@08:28:11,613,852.6693
2000/01/01@08:28:12,614,853.7743
2000/01/01@08:28:14,615,854.853
2000/01/01@08:28:15,617,855.98948
2000/01/01@08:28:16,618,857.1978
2000/01/01@08:28:17,619,858.42616
2000/01/01@08:28:18,620,859.090736
2000/01/01@08:28:19,621,860.32
2000/01/01@08:28:20,622,861.6225
2000/01/01@08:28:21,623,862.29616
2000/01/01@08:28:22,624,863.5567
2000/01/01@08:28:23,625,864.3002
2000/01/01@08:28:24,626,865.49603
2000/01/01@08:28:25,627,866.30368
2000/01/01@08:28:27,629,867.3446
2000/01/01@08:28:28,630,868.45384
2000/01/01@08:28:29,631,869.052336
2000/01/01@08:28:30,632,870.4274
2000/01/01@08:28:31,633,871.1506
2000/01/01@08:28:32,634,872.48344
2000/01/01@08:28:33,635,873.37776
2000/01/01@08:28:34,636,874.142
2000/01/01@08:28:35,637,875.5156
2000/01/01@08:28:36,638,876.2148
2000/01/01@08:28:37,639,877.40184
2000/01/01@08:28:38,640,878.3158
2000/01/01@08:28:40,642,879.4055
2000/01/01@08:28:41,643,880.3736
2000/01/01@08:28:42,644,881.15544
2000/01/01@08:28:43,645,882.1764
2000/01/01@08:28:44,646,883.25632
2000/01/01@08:28:45,647,884.1844
2000/01/01@08:28:46,648,885.063232
2000/01/01@08:28:47,649,886.20548
2000/01/01@08:28:48,650,887.0549
2000/01/01@08:28:49,651,888.082736
2000/01/01@08:28:50,652,889.0633
2000/01/01@08:28:51,653,890.322
2000/01/01@08:28:53,655,891.2129
2000/01/01@08:28:54,656,892.0416
2000/01/01@08:28:55,657,893.125264
2000/01/01@08:28:56,658,894.1788
2000/01/01@08:28:57,659,895.53672
2000/01/01@08:28:58,660,896.3038
2000/01/01@08:28:59,661,897.277936
2000/01/01@08:29:00,662,898.3219
2000/01/01@08:29:01,663,899.4296
2000/01/01@08:29:02,664,900.64376
2000/01/01@08:29:03,665,901.4423
2000/01/01@08:29:04,666,902.6211
2000/01/01@08:29:06,668,903.6141
2000/01/01@08:29:07,669,904.3867
2000/01/01@08:29:08,670,905.54976
2000/01/01@08:29:09,671,906.8083
2000/01/01@08:29:10,672,907.61648
2000/01/01@08:29:11,673,908.6168
2000/01/01@08:29:12,674,909.7477
2000/01/01@08:29:13,675,910.62504
2000/01/01@08:29:14,676,911.61416
2000/01/01@08:29:15,677,912.4774
2000/01/01@08:29:16,678,913.40016
2000/01/01@08:29:17,679,914.3882
2000/01/01@08:29:19,681,915.24416
2000/01/01@08:29:20,682,915.9126
2000/01/01@08:29:21,683,916.7561
2000/01/01@08:29:22,684,917.677536
2000/01/01@08:29:23,685,918.779
2000/01/01@08:29:24,686,919.5112
2000/01/01@08:29:25,687,920.50776
2000/01/01@08:29:26,688,921.41424
2000/01/01@08:29:27,689,922.1649
2000/01/01@08:29:28,690,923.1891
2000/01/01@08:29:29,691,924.1132
2000/01/01@08:29:30,692,924.907968
2000/01/01@08:29:32,694,925.7571
2000/01/01@08:29:33,695,926.5514
2000/01/01@08:29:34,696,927.3608
2000/01/01@08:29:35,697,928.170832
2000/01/01@08:29:36,698,929.06696
2000/01/01@08:29:37,699,929.98732
2000/01/01@08:29:38,700,930.9208
2000/01/01@08:29:39,701,931.675
2000/01/01@08:29:40,702,932.61272
2000/01/01@08:29:41,703,933.5064
2000/01/01@08:29:42,704,934.48708
2000/01/01@08:29:43,705,935.65592
2000/01/01@08:29:45,707,936.53232
2000/01/01@08:29:46,708,937.38275
2000/01/01@08:29:47,709,938.31416
2000/01/01@08:29:48,710,939.24224
2000/01/01@08:29:49,711,940.1023
2000/01/01@08:29:50,712,941.0349
2000/01/01@08:29:51,713,942.1429
2000/01/01@08:29:52,714,942.99132
2000/01/01@08:29:53,715,944.0549
2000/01/01@08:29:54,716,945.04224
2000/01/01@08:29:55,717,946.049536
2000/01/01@08:29:56,718,947.0387
2000/01/01@08:29:58,720,948.0446
2000/01/01@08:29:59,721,949.0442
2000/01/01@08:30:00,722,950.16488
2000/01/01@08:30:01,723,951.1861
2000/01/01@08:30:02,724,952.29096
2000/01/01@08:30:03,725,953.5463
2000/01/01@08:30:04,726,954.550864
2000/01/01@08:30:05,727,955.59816
2000/01/01@08:30:06,728,956.56856
2000/01/01@08:30:07,729,957.6268
2000/01/01@08:30:08,730,958.92632
2000/01/01@08:30:10,732,960.06948
2000/01/01@08:30:11,733,961.1345
2000/01/01@08:30:12,734,961.9904
2000/01/01@08:30:13,735,963.09096
2000/01/01@08:30:14,736,964.07132
2000/01/01@08:30:15,737,965.3943
2000/01/01@08:30:16,738,966.35176
2000/01/01@08:30:17,739,966.32532
2000/01/01@08:30:18,740,966.30948
2000/01/01@08:30:19,741,966.3387
2000/01/01@08:30:20,742,966.3744
2000/01/01@08:30:21,743,966.33292
2000/01/01@08:30:23,745,966.3523
2000/01/01@08:30:24,746,966.3157
2000/01/01@08:30:25,747,966.32624
2000/01/01@08:30:26,748,966.35848
2000/01/01@08:30:27,749,966.4193
2000/01/01@08:30:28,750,966.3568
2000/01/01@08:30:29,751,966.34576
2000/01/01@08:30:30,752,966.3354
2000/01/01@08:30:31,753,966.3197
2000/01/01@08:30:32,754,966.36472
2000/01/01@08:30:33,755,966.3209
2000/01/01@08:30:34,756,966.3084
2000/01/01@08:30:36,758,966.37992
2000/01/01@08:30:37,759,966.3524
2000/01/01@08:30:38,760,966.375
2000/01/01@08:30:39,761,966.3641
2000/01/01@08:30:40,762,966.37352
2000/01/01@08:30:41,763,966.37632
2000/01/01@08:30:42,764,966.3586
2000/01/01@08:30:43,765,966.3261
