datetime,elapsed_s,pressure_hpa
2000/01/01@10:34:37,8199,967.1864
2000/01/01@10:34:38,8200,967.255
2000/01/01@10:34:39,8201,967.1641
2000/01/01@10:34:40,8202,967.19008
2000/01/01@10:34:41,8203,967.1792
2000/01/01@10:34:42,8204,967.1986
2000/01/01@10:34:43,8205,967.19976
2000/01/01@10:34:44,8206,967.2237
2000/01/01@10:34:46,8208,967.1923
2000/01/01@10:34:47,8209,967.22456
2000/01/01@10:34:48,8210,967.2036
2000/01/01@10:34:49,8211,967.2508
2000/01/01@10:34:50,8212,967.226
2000/01/01@10:34:51,8213,967.22216
2000/01/01@10:34:52,8214,967.22595
2000/01/01@10:34:53,8215,967.22576
2000/01/01@10:34:54,8216,967.21464
2000/01/01@10:34:55,8217,967.1886
2000/01/01@10:34:56,8218,967.166
2000/01/01@10:34:57,8219,967.2505
2000/01/01@10:34:59,8221,967.14872
2000/01/01@10:35:00,8222,967.1412
2000/01/01@10:35:01,8223,967.15952
2000/01/01@10:35:02,8224,967.1486
2000/01/01@10:35:03,8225,967.17468
2000/01/01@10:35:04,8226,967.1511
2000/01/01@10:35:05,8227,967.166
2000/01/01@10:35:06,8228,967.1511
2000/01/01@10:35:07,8229,967.1956
2000/01/01@10:35:08,8230,967.1495
2000/01/01@10:35:09,8231,967.1931
2000/01/01@10:35:10,8232,967.1495
2000/01/01@10:35:12,8234,967.1744
2000/01/01@10:35:13,8235,967.1955
2000/01/01@10:35:14,8236,967.1584
2000/01/01@10:35:15,8237,967.17052
2000/01/01@10:35:16,8238,967.1584
2000/01/01@10:35:17,8239,967.1557
2000/01/01@10:35:18,8240,967.1743
2000/01/01@10:35:19,8241,967.19168
2000/01/01@10:35:20,8242,967.13692
2000/01/01@10:35:21,8243,967.11832
2000/01/01@10:35:22,8244,967.129664
2000/01/01@10:35:23,8245,967.1619
2000/01/01@10:35:25,8247,967.1605
2000/01/01@10:35:26,8248,967.141936
2000/01/01@10:35:27,8249,967.16328
2000/01/01@10:35:28,8250,967.178
2000/01/01@10:35:29,8251,967.1181
2000/01/01@10:35:30,8252,967.1057
2000/01/01@10:35:31,8253,967.1421
2000/01/01@10:35:32,8254,967.1532
2000/01/01@10:35:33,8255,967.16016
2000/01/01@10:35:34,8256,967.12552
2000/01/01@10:35:35,8257,967.13304
2000/01/01@10:35:37,8259,967.12776
2000/01/01@10:35:38,8260,967.1316
2000/01/01@10:35:39,8261,967.14152
2000/01/01@10:35:40,8262,967.1775
2000/01/01@10:35:41,8263,967.1292
2000/01/01@10:35:42,8264,967.15392
2000/01/01@10:35:43,8265,967.1315
2000/01/01@10:35:44,8266,967.1241
2000/01/01@10:35:45,8267,967.1414
2000/01/01@10:35:46,8268,967.1501
2000/01/01@10:35:47,8269,967.132736
2000/01/01@10:35:48,8270,967.11416
2000/01/01@10:35:50,8272,967.12536
2000/01/01@10:35:51,8273,967.16624
2000/01/01@10:35:52,8274,967.1637
2000/01/01@10:35:53,8275,967.1167
2000/01/01@10:35:54,8276,967.11896
2000/01/01@10:35:55,8277,967.11256
2000/01/01@10:35:56,8278,967.12148
2000/01/01@10:35:57,8279,967.109
2000/01/01@10:35:58,8280,967.1027
2000/01/01@10:35:59,8281,967.1177
2000/01/01@10:36:00,8282,967.1512
2000/01/01@10:36:01,8283,967.12024
2000/01/01@10:36:03,8285,967.15592
2000/01/01@10:36:04,8286,967.16976
2000/01/01@10:36:05,8287,967.1524
2000/01/01@10:36:06,8288,967.1372
2000/01/01@10:36:07,8289,967.1521
2000/01/01@10:36:08,8290,967.162064
2000/01/01@10:36:09,8291,967.151
2000/01/01@10:36:10,8292,967.1457
2000/01/01@10:36:11,8293,967.1793
2000/01/01@10:36:12,8294,967.1409
2000/01/01@10:36:13,8295,967.19052
2000/01/01@10:36:14,8296,967.1731
2000/01/01@10:36:16,8298,967.1344
2000/01/01@10:36:17,8299,967.13584
2000/01/01@10:36:18,8300,967.1704
2000/01/01@10:36:19,8301,967.164336
2000/01/01@10:36:20,8302,967.1484
2000/01/01@10:36:21,8303,967.12728
2000/01/01@10:36:22,8304,967.0809
2000/01/01@10:36:23,8305,967.15544
2000/01/01@10:36:24,8306,967.10732
2000/01/01@10:36:25,8307,967.10832
2000/01/01@10:36:26,8308,967.1704
2000/01/01@10:36:28,8309,967.12192
2000/01/01@10:36:29,8311,967.1331
2000/01/01@10:36:30,8312,967.15544
2000/01/01@10:36:31,8313,967.1136
2000/01/01@10:36:32,8314,967.08344
2000/01/01@10:36:33,8315,967.1429
2000/01/01@10:36:34,8316,967.1069
2000/01/01@10:36:35,8317,967.09704
2000/01/01@10:36:36,8318,967.11304
2000/01/01@10:36:37,8319,967.11668
2000/01/01@10:36:38,8320,967.140432
2000/01/01@10:36:39,8321,967.1316
2000/01/01@10:36:41,8323,967.1376
2000/01/01@10:36:42,8324,967.1068
2000/01/01@10:36:43,8325,967.123936
2000/01/01@10:36:44,8326,967.114
2000/01/01@10:36:45,8327,967.1065
2000/01/01@10:36:46,8328,967.118864
2000/01/01@10:36:47,8329,967.0977
2000/01/01@10:36:48,8330,967.0853
2000/01/01@10:36:49,8331,967.0568
2000/01/01@10:36:50,8332,967.0605
2000/01/01@10:36:51,8333,967.0853
2000/01/01@10:36:52,8334,967.0899
2000/01/01@10:36:54,8336,967.1163
2000/01/01@10:36:55,8337,967.105136
2000/01/01@10:36:56,8338,967.0842
2000/01/01@10:36:57,8339,967.105136
2000/01/01@10:36:58,8340,967.15452
2000/01/01@10:36:59,8341,967.135
2000/01/01@10:37:00,8342,967.15576
2000/01/01@10:37:01,8343,967.1261
2000/01/01@10:37:02,8344,967.18664
2000/01/01@10:37:03,8345,967.11992
2000/01/01@10:37:04,8346,967.1397
2000/01/01@10:37:05,8347,967.13108
2000/01/01@10:37:07,8349,967.1568
2000/01/01@10:37:08,8350,967.1359
2000/01/01@10:37:09,8351,967.1409
2000/01/01@10:37:10,8352,967.1359
2000/01/01@10:37:11,8353,967.13336
2000/01/01@10:37:12,8354,967.122
2000/01/01@10:37:13,8355,967.10732
2000/01/01@10:37:14,8356,967.147
2000/01/01@10:37:15,8357,967.1356
2000/01/01@10:37:16,8358,967.1717
2000/01/01@10:37:17,8359,967.154368
2000/01/01@10:37:18,8360,967.1021
2000/01/01@10:37:20,8362,967.131968
2000/01/01@10:37:21,8363,967.117
2000/01/01@10:37:22,8364,967.1157
2000/01/01@10:37:23,8365,967.147
2000/01/01@10:37:24,8366,967.11096
2000/01/01@10:37:25,8367,967.121664
2000/01/01@10:37:26,8368,967.13944
2000/01/01@10:37:27,8369,967.06492
2000/01/01@10:37:28,8370,967.0971
2000/01/01@10:37:29,8371,967.15656
2000/01/01@10:37:30,8372,967.1294
2000/01/01@10:37:32,8374,967.14936
2000/01/01@10:37:33,8375,967.1454
2000/01/01@10:37:34,8376,967.1453
2000/01/01@10:37:35,8377,967.1504
2000/01/01@10:37:36,8378,967.16768
2000/01/01@10:37:37,8379,967.1266
2000/01/01@10:37:38,8380,967.14664
2000/01/01@10:37:39,8381,967.1799
2000/01/01@10:37:40,8382,967.1252
2000/01/01@10:37:41,8383,967.132736
2000/01/01@10:37:42,8384,967.1277
2000/01/01@10:37:43,8385,967.1415
2000/01/01@10:37:45,8387,967.1178
2000/01/01@10:37:46,8388,967.13868
2000/01/01@10:37:47,8389,967.13868
2000/01/01@10:37:48,8390,967.145
2000/01/01@10:37:49,8391,967.1474
2000/01/01@10:37:50,8392,967.13868
2000/01/01@10:37:51,8393,967.1128
2000/01/01@10:37:52,8394,967.1152
2000/01/01@10:37:53,8395,967.1475
2000/01/01@10:37:54,8396,967.1277
2000/01/01@10:37:55,8397,967.12148
2000/01/01@10:37:57,8398,967.14872
2000/01/01@10:37:58,8400,967.09768
2000/01/01@10:37:59,8401,967.0854
2000/01/01@10:38:00,8402,967.09032
2000/01/01@10:38:01,8403,967.0804
2000/01/01@10:38:02,8404,967.1262
2000/01/01@10:38:03,8405,967.1049
2000/01/01@10:38:04,8406,967.12728
2000/01/01@10:38:05,8407,967.1185
2000/01/01@10:38:06,8408,967.1202
2000/01/01@10:38:07,8409,967.12584
2000/01/01@10:38:08,8410,967.0863
2000/01/01@10:38:09,8411,967.138368
2000/01/01@10:38:11,8413,967.13692
2000/01/01@10:38:12,8414,967.1136
2000/01/01@10:38:13,8415,967.1506
2000/01/01@10:38:14,8416,967.10984
2000/01/01@10:38:15,8417,967.1495
2000/01/01@10:38:16,8418,967.09848
2000/01/01@10:38:17,8419,967.1147
2000/01/01@10:38:18,8420,967.12712
2000/01/01@10:38:19,8421,967.1754
2000/01/01@10:38:20,8422,967.131968
2000/01/01@10:38:21,8423,967.15316
2000/01/01@10:38:23,8425,967.1456
2000/01/01@10:38:24,8426,967.1518
2000/01/01@10:38:25,8427,967.1332
2000/01/01@10:38:26,8428,967.1345
2000/01/01@10:38:27,8429,967.1333
2000/01/01@10:38:28,8430,967.1258
2000/01/01@10:38:29,8431,967.1565
2000/01/01@10:38:30,8432,967.1478
2000/01/01@10:38:31,8433,967.1704
2000/01/01@10:38:32,8434,967.1333
2000/01/01@10:38:33,8435,967.1664
2000/01/01@10:38:34,8436,967.1306
2000/01/01@10:38:36,8438,967.144
2000/01/01@10:38:37,8439,967.1563
2000/01/01@10:38:38,8440,967.1552
2000/01/01@10:38:39,8441,967.1797
2000/01/01@10:38:40,8442,967.1638
2000/01/01@10:38:41,8443,967.1474
2000/01/01@10:38:42,8444,967.1064
2000/01/01@10:38:43,8445,967.043
2000/01/01@10:38:44,8446,967.0072
2000/01/01@10:38:45,8447,967.053
2000/01/01@10:38:46,8448,967.0581
2000/01/01@10:38:47,8449,967.11416
2000/01/01@10:38:49,8451,967.1587
2000/01/01@10:38:50,8452,967.11016
2000/01/01@10:38:51,8453,967.137664
2000/01/01@10:38:52,8454,967.1065
2000/01/01@10:38:53,8455,967.128864
2000/01/01@10:38:54,8456,967.0655
2000/01/01@10:38:55,8457,967.084064
2000/01/01@10:38:56,8458,967.0505
2000/01/01@10:38:57,8459,967.092864
2000/01/01@10:38:58,8460,967.0751
2000/01/01@10:38:59,8461,967.10264
2000/01/01@10:39:00,8462,967.1473
2000/01/01@10:39:02,8464,967.11348
2000/01/01@10:39:03,8465,967.10732
2000/01/01@10:39:04,8466,967.1283
2000/01/01@10:39:05,8467,967.12468
2000/01/01@10:39:06,8468,967.1245
2000/01/01@10:39:07,8469,967.11748
2000/01/01@10:39:08,8470,967.106
2000/01/01@10:39:09,8471,967.14684
2000/01/01@10:39:10,8472,967.0998
2000/01/01@10:39:11,8473,967.1259
2000/01/01@10:39:12,8474,967.15184
2000/01/01@10:39:13,8475,967.1195
2000/01/01@10:39:15,8477,967.1158
2000/01/01@10:39:16,8478,967.12224
2000/01/01@10:39:17,8479,967.127
2000/01/01@10:39:18,8480,967.1294
2000/01/01@10:39:19,8481,967.15704
2000/01/01@10:39:20,8482,967.1283
2000/01/01@10:39:21,8483,967.141936
2000/01/01@10:39:22,8484,967.1307
2000/01/01@10:39:23,8485,967.1619
2000/01/01@10:39:24,8486,967.1792
2000/01/01@10:39:25,8487,967.1618
2000/01/01@10:39:27,8489,967.17416
2000/01/01@10:39:28,8490,967.1841
2000/01/01@10:39:29,8491,967.18056
2000/01/01@10:39:30,8492,967.158
2000/01/01@10:39:31,8493,967.1616
2000/01/01@10:39:32,8494,967.186736
2000/01/01@10:39:33,8495,967.204
2000/01/01@10:39:34,8496,967.1719
2000/01/01@10:39:35,8497,967.1566
2000/01/01@10:39:36,8498,967.19732
2000/01/01@10:39:37,8499,967.1344
2000/01/01@10:39:38,8500,967.17912
2000/01/01@10:39:40,8502,967.1891
2000/01/01@10:39:41,8503,967.18744
2000/01/01@10:39:42,8504,967.15176
2000/01/01@10:39:43,8505,967.1911
2000/01/01@10:39:44,8506,967.17128
2000/01/01@10:39:45,8507,967.1763
2000/01/01@10:39:46,8508,967.17616
2000/01/01@10:39:47,8509,967.1228
2000/01/01@10:39:48,8510,967.1179
2000/01/01@10:39:49,8511,967.16132
2000/01/01@10:39:50,8512,967.1425
2000/01/01@10:39:51,8513,967.1252
2000/01/01@10:39:53,8515,967.1626
2000/01/01@10:39:54,8516,967.1699
2000/01/01@10:39:55,8517,967.1462
2000/01/01@10:39:56,8518,967.132736
2000/01/01@10:39:57,8519,967.1526
2000/01/01@10:39:58,8520,967.1537
2000/01/01@10:39:59,8521,967.132432
2000/01/01@10:40:00,8522,967.13384
2000/01/01@10:40:01,8523,967.1523
2000/01/01@10:40:02,8524,967.195568
2000/01/01@10:40:03,8525,967.1594
2000/01/01@10:40:04,8526,967.2008
2000/01/01@10:40:06,8528,967.200464
2000/01/01@10:40:07,8529,967.157168
2000/01/01@10:40:08,8530,967.1672
2000/01/01@10:40:09,8531,967.13008
2000/01/01@10:40:10,8532,967.1755
2000/01/01@10:40:11,8533,967.14088
2000/01/01@10:40:12,8534,967.16184
2000/01/01@10:40:13,8535,967.1694
2000/01/01@10:40:14,8536,967.1381
2000/01/01@10:40:15,8537,967.15688
2000/01/01@10:40:16,8538,967.14184
2000/01/01@10:40:17,8539,967.1683
2000/01/01@10:40:19,8541,967.15184
2000/01/01@10:40:20,8542,967.200464
2000/01/01@10:40:21,8543,967.15824
2000/01/01@10:40:22,8544,967.1705
2000/01/01@10:40:23,8545,967.19036
2000/01/01@10:40:24,8546,967.1979
2000/01/01@10:40:25,8547,967.1593
2000/01/01@10:40:26,8548,967.1705
2000/01/01@10:40:27,8549,967.16312
2000/01/01@10:40:28,8550,967.13584
2000/01/01@10:40:29,8551,967.15292
2000/01/01@10:40:31,8553,967.1593
2000/01/01@10:40:32,8554,967.1605
2000/01/01@10:40:33,8555,967.16016
2000/01/01@10:40:34,8556,967.1453
2000/01/01@10:40:35,8557,967.18744
2000/01/01@10:40:36,8558,967.181
2000/01/01@10:40:37,8559,967.1699
2000/01/01@10:40:38,8560,967.1675
2000/01/01@10:40:39,8561,967.15896
2000/01/01@10:40:40,8562,967.1464
2000/01/01@10:40:41,8563,967.15376
2000/01/01@10:40:42,8564,967.155
2000/01/01@10:40:44,8566,967.1512
2000/01/01@10:40:45,8567,967.14136
2000/01/01@10:40:46,8568,967.1575
2000/01/01@10:40:47,8569,967.1451
2000/01/01@10:40:48,8570,967.1675
2000/01/01@10:40:49,8571,967.1475
2000/01/01@10:40:50,8572,967.1574
2000/01/01@10:40:51,8573,967.155136
2000/01/01@10:40:52,8574,967.196064
2000/01/01@10:40:53,8575,967.17224
2000/01/01@10:40:54,8576,967.1672
2000/01/01@10:40:55,8577,967.17468
2000/01/01@10:40:57,8579,967.1438
2000/01/01@10:40:58,8580,967.1399
2000/01/01@10:40:59,8581,967.16624
2000/01/01@10:41:00,8582,967.18332
2000/01/01@10:41:01,8583,967.1943
2000/01/01@10:41:02,8584,967.1905
2000/01/01@10:41:03,8585,967.1919
2000/01/01@10:41:04,8586,967.1909
2000/01/01@10:41:05,8587,967.1805
2000/01/01@10:41:06,8588,967.1905
2000/01/01@10:41:07,8589,967.19584
2000/01/01@10:41:08,8590,967.1655
2000/01/01@10:41:10,8592,967.16696
2000/01/01@10:41:11,8593,967.178064
2000/01/01@10:41:12,8594,967.1582
2000/01/01@10:41:13,8595,967.202736
2000/01/01@10:41:14,8596,967.19168
2000/01/01@10:41:15,8597,967.1679
2000/01/01@10:41:16,8598,967.1866
2000/01/01@10:41:17,8599,967.1928
2000/01/01@10:41:18,8600,967.17064
2000/01/01@10:41:19,8601,967.1307
2000/01/01@10:41:20,8602,967.147
2000/01/01@10:41:22,8604,967.1866
2000/01/01@10:41:23,8605,967.15316
2000/01/01@10:41:24,8606,967.15176
2000/01/01@10:41:25,8607,967.1653
2000/01/01@10:41:26,8608,967.1702
2000/01/01@10:41:27,8609,967.16408
2000/01/01@10:41:28,8610,967.1749
2000/01/01@10:41:29,8611,967.1875
2000/01/01@10:41:30,8612,967.1615
2000/01/01@10:41:31,8613,967.19352
2000/01/01@10:41:32,8614,967.16624
2000/01/01@10:41:33,8615,967.1763
2000/01/01@10:41:35,8617,967.15768
2000/01/01@10:41:36,8618,967.2011
2000/01/01@10:41:37,8619,967.1788
2000/01/01@10:41:38,8620,967.18115
2000/01/01@10:41:39,8621,967.1502
2000/01/01@10:41:40,8622,967.1513
2000/01/01@10:41:41,8623,967.15896
2000/01/01@10:41:42,8624,967.155
2000/01/01@10:41:43,8625,967.206
2000/01/01@10:41:44,8626,967.1425
2000/01/01@10:41:45,8627,967.1538
2000/01/01@10:41:46,8628,967.17468
2000/01/01@10:41:48,8630,967.176
2000/01/01@10:41:49,8631,967.1474
2000/01/01@10:41:50,8632,967.1611
2000/01/01@10:41:51,8633,967.1771
2000/01/01@10:41:52,8634,967.13368
2000/01/01@10:41:53,8635,967.1314
2000/01/01@10:41:54,8636,967.1535
2000/01/01@10:41:55,8637,967.1596
2000/01/01@10:41:56,8638,967.189664
2000/01/01@10:41:57,8639,967.16092
2000/01/01@10:41:58,8640,967.1995
2000/01/01@10:41:59,8641,967.16584
2000/01/01@10:42:01,8643,967.15332
2000/01/01@10:42:02,8644,967.16696
2000/01/01@10:42:03,8645,967.129664
2000/01/01@10:42:04,8646,967.178064
2000/01/01@10:42:05,8647,967.168
2000/01/01@10:42:06,8648,967.199168
2000/01/01@10:42:07,8649,967.17064
2000/01/01@10:42:08,8650,967.1484
2000/01/01@10:42:09,8651,967.1693
2000/01/01@10:42:10,8652,967.098736
2000/01/01@10:42:11,8653,967.1655
2000/01/01@10:42:12,8654,967.2078
2000/01/01@10:42:14,8656,967.1655
2000/01/01@10:42:15,8657,967.1607
2000/01/01@10:42:16,8658,967.1866
2000/01/01@10:42:17,8659,967.2215
2000/01/01@10:42:18,8660,967.1604
2000/01/01@10:42:19,8661,967.1729
2000/01/01@10:42:20,8662,967.169
2000/01/01@10:42:21,8663,967.1579
2000/01/01@10:42:22,8664,967.164
2000/01/01@10:42:23,8665,967.1417
2000/01/01@10:42:24,8666,967.1318
2000/01/01@10:42:25,8667,967.1863
2000/01/01@10:42:27,8669,967.15896
2000/01/01@10:42:28,8670,967.192464
2000/01/01@10:42:29,8671,967.1853
2000/01/01@10:42:30,8672,967.1986
2000/01/01@10:42:31,8673,967.1774
2000/01/01@10:42:32,8674,967.173664
2000/01/01@10:42:33,8675,967.1898
2000/01/01@10:42:34,8676,967.2011
2000/01/01@10:42:35,8677,967.1799
2000/01/01@10:42:36,8678,967.2182
2000/01/01@10:42:37,8679,967.1848
2000/01/01@10:42:39,8680,967.1933
2000/01/01@10:42:40,8682,967.17632
2000/01/01@10:42:41,8683,967.188336
2000/01/01@10:42:42,8684,967.17452
2000/01/01@10:42:43,8685,967.189664
2000/01/01@10:42:44,8686,967.2056
2000/01/01@10:42:45,8687,967.19808
2000/01/01@10:42:46,8688,967.202
2000/01/01@10:42:47,8689,967.18468
2000/01/01@10:42:48,8690,967.2095
2000/01/01@10:42:49,8691,967.2305
2000/01/01@10:42:50,8692,967.2056
2000/01/01@10:42:52,8694,967.1275
2000/01/01@10:42:53,8695,967.22312
2000/01/01@10:42:54,8696,967.1671
2000/01/01@10:42:55,8697,967.2154
2000/01/01@10:42:56,8698,967.2064
2000/01/01@10:42:57,8699,967.1691
2000/01/01@10:42:58,8700,967.182
2000/01/01@10:42:59,8701,967.19052
2000/01/01@10:43:00,8702,967.2104
2000/01/01@10:43:01,8703,967.1979
2000/01/01@10:43:02,8704,967.1841
2000/01/01@10:43:03,8705,967.1853
2000/01/01@10:43:05,8707,967.2288
2000/01/01@10:43:06,8708,967.1506
2000/01/01@10:43:07,8709,967.1577
2000/01/01@10:43:08,8710,967.10092
2000/01/01@10:43:09,8711,967.20652
2000/01/01@10:43:10,8712,967.22
2000/01/01@10:43:11,8713,967.175232
2000/01/01@10:43:12,8714,967.14792
2000/01/01@10:43:13,8715,967.2063
2000/01/01@10:43:14,8716,967.1428
2000/01/01@10:43:15,8717,967.1715
2000/01/01@10:43:16,8718,967.2048
2000/01/01@10:43:18,8720,967.1752
2000/01/01@10:43:19,8721,967.1367
2000/01/01@10:43:20,8722,967.18368
2000/01/01@10:43:21,8723,967.154
2000/01/01@10:43:22,8724,967.1537
2000/01/01@10:43:23,8725,967.2134
2000/01/01@10:43:24,8726,967.16768
2000/01/01@10:43:25,8727,967.16132
2000/01/01@10:43:26,8728,967.1699
2000/01/01@10:43:27,8729,967.19496
2000/01/01@10:43:28,8730,967.2008
2000/01/01@10:43:29,8731,967.2184
2000/01/01@10:43:31,8733,967.2008
2000/01/01@10:43:32,8734,967.1971
2000/01/01@10:43:33,8735,967.1982
2000/01/01@10:43:34,8736,967.1995
2000/01/01@10:43:35,8737,967.1809
2000/01/01@10:43:36,8738,967.182
2000/01/01@10:43:37,8739,967.1809
2000/01/01@10:43:38,8740,967.1423
2000/01/01@10:43:39,8741,967.15348
2000/01/01@10:43:40,8742,967.19692
2000/01/01@10:43:41,8743,967.20792
2000/01/01@10:43:42,8744,967.17452
2000/01/01@10:43:44,8746,967.1423
2000/01/01@10:43:45,8747,967.13224
2000/01/01@10:43:46,8748,967.1437
2000/01/01@10:43:47,8749,967.164336
2000/01/01@10:43:48,8750,967.1782
2000/01/01@10:43:49,8751,967.1495
2000/01/01@10:43:50,8752,967.1422
2000/01/01@10:43:51,8753,967.16652
2000/01/01@10:43:52,8754,967.1693
2000/01/01@10:43:53,8755,967.154368
2000/01/01@10:43:54,8756,967.1409
2000/01/01@10:43:56,8758,967.154368
2000/01/01@10:43:57,8759,967.1555
2000/01/01@10:43:58,8760,967.1306
2000/01/01@10:43:59,8761,967.2226
2000/01/01@10:44:00,8762,967.12696
2000/01/01@10:44:01,8763,967.1244
2000/01/01@10:44:02,8764,967.1479
2000/01/01@10:44:03,8765,967.1529
2000/01/01@10:44:04,8766,967.188864
2000/01/01@10:44:05,8767,967.1453
2000/01/01@10:44:06,8768,967.1382
2000/01/01@10:44:07,8769,967.15532
2000/01/01@10:44:09,8771,967.12808
2000/01/01@10:44:10,8772,967.1057
2000/01/01@10:44:11,8773,967.1119
2000/01/01@10:44:12,8774,967.118032
2000/01/01@10:44:13,8775,967.134032
2000/01/01@10:44:14,8776,967.1393
2000/01/01@10:44:15,8777,967.1418
2000/01/01@10:44:16,8778,967.13656
2000/01/01@10:44:17,8779,967.16768
2000/01/01@10:44:18,8780,967.1378
2000/01/01@10:44:19,8781,967.1317
2000/01/01@10:44:20,8782,967.1439
2000/01/01@10:44:22,8784,967.1361
2000/01/01@10:44:23,8785,967.154
2000/01/01@10:44:24,8786,967.1453
2000/01/01@10:44:25,8787,967.1426
2000/01/01@10:44:26,8788,967.16376
2000/01/01@10:44:27,8789,967.16984
2000/01/01@10:44:28,8790,967.144864
2000/01/01@10:44:29,8791,967.1499
2000/01/01@10:44:30,8792,967.1537
2000/01/01@10:44:31,8793,967.1746
2000/01/01@10:44:32,8794,967.15736
2000/01/01@10:44:34,8796,967.1479
2000/01/01@10:44:35,8797,967.1548
2000/01/01@10:44:36,8798,967.182
2000/01/01@10:44:37,8799,967.1424
2000/01/01@10:44:38,8800,967.158464
2000/01/01@10:44:39,8801,967.1449
2000/01/01@10:44:40,8802,967.1088
2000/01/01@10:44:41,8803,967.115
2000/01/01@10:44:42,8804,967.13984
2000/01/01@10:44:43,8805,967.157168
2000/01/01@10:44:44,8806,967.0974
2000/01/01@10:44:45,8807,967.1683
2000/01/01@10:44:47,8809,967.1174
2000/01/01@10:44:48,8810,967.12104
2000/01/01@10:44:49,8811,967.1383
2000/01/01@10:44:50,8812,967.1546
2000/01/01@10:44:51,8813,967.1372
2000/01/01@10:44:52,8814,967.1015
2000/01/01@10:44:53,8815,967.1372
2000/01/01@10:44:54,8816,967.1015
2000/01/01@10:44:55,8817,967.1633
2000/01/01@10:44:56,8818,967.17668
2000/01/01@10:44:57,8819,967.1232
2000/01/01@10:44:58,8820,967.17692
2000/01/01@10:45:00,8822,967.18268
2000/01/01@10:45:01,8823,967.17912
2000/01/01@10:45:02,8824,967.19024
2000/01/01@10:45:03,8825,967.1654
2000/01/01@10:45:04,8826,967.1741
2000/01/01@10:45:05,8827,967.1733
2000/01/01@10:45:06,8828,967.17668
2000/01/01@10:45:07,8829,967.1566
2000/01/01@10:45:08,8830,967.17668
2000/01/01@10:45:09,8831,967.17776
2000/01/01@10:45:10,8832,967.1864
2000/01/01@10:45:11,8833,967.1554
2000/01/01@10:45:13,8835,967.1676
2000/01/01@10:45:14,8836,967.18008
2000/01/01@10:45:15,8837,967.162832
2000/01/01@10:45:16,8838,967.2149
2000/01/01@10:45:17,8839,967.159
2000/01/01@10:45:18,8840,967.2
2000/01/01@10:45:19,8841,967.1688
2000/01/01@10:45:20,8842,967.17484
2000/01/01@10:45:21,8843,967.162832
2000/01/01@10:45:22,8844,967.1764
2000/01/01@10:45:23,8845,967.1501
2000/01/01@10:45:24,8846,967.1749
2000/01/01@10:45:26,8848,967.15392
2000/01/01@10:45:27,8849,967.1674
2000/01/01@10:45:28,8850,967.178832
2000/01/01@10:45:29,8851,967.1512
2000/01/01@10:45:30,8852,967.155
2000/01/01@10:45:31,8853,967.1499
2000/01/01@10:45:32,8854,967.1736
2000/01/01@10:45:33,8855,967.176
2000/01/01@10:45:34,8856,967.1908
2000/01/01@10:45:35,8857,967.1969
2000/01/01@10:45:36,8858,967.176
2000/01/01@10:45:38,8860,967.1436
2000/01/01@10:45:39,8861,967.14872
2000/01/01@10:45:40,8862,967.12368
2000/01/01@10:45:41,8863,967.154832
2000/01/01@10:45:42,8864,967.1462
2000/01/01@10:45:43,8865,967.11864
2000/01/01@10:45:44,8866,967.1136
2000/01/01@10:45:45,8867,967.1423
2000/01/01@10:45:46,8868,967.1496
2000/01/01@10:45:47,8869,967.10984
2000/01/01@10:45:48,8870,967.14936
2000/01/01@10:45:49,8871,967.157168
2000/01/01@10:45:51,8873,967.1447
2000/01/01@10:45:52,8874,967.137
2000/01/01@10:45:53,8875,967.18948
2000/01/01@10:45:54,8876,967.1484
2000/01/01@10:45:55,8877,967.1756
2000/01/01@10:45:56,8878,967.1767
2000/01/01@10:45:57,8879,967.17304
2000/01/01@10:45:58,8880,967.1782
2000/01/01@10:45:59,8881,967.1819
2000/01/01@10:46:00,8882,967.183936
2000/01/01@10:46:01,8883,967.1902
2000/01/01@10:46:02,8884,967.2088
2000/01/01@10:46:04,8886,967.19272
2000/01/01@10:46:05,8887,967.2125
2000/01/01@10:46:06,8888,967.19272
2000/01/01@10:46:07,8889,967.1703
2000/01/01@10:46:08,8890,967.1714
2000/01/01@10:46:09,8891,967.1839
2000/01/01@10:46:10,8892,967.19528
2000/01/01@10:46:11,8893,967.16768
2000/01/01@10:46:12,8894,967.16652
2000/01/01@10:46:13,8895,967.1653
2000/01/01@10:46:14,8896,967.1704
2000/01/01@10:46:15,8897,967.1715
2000/01/01@10:46:17,8899,967.1739
2000/01/01@10:46:18,8900,967.1627
2000/01/01@10:46:19,8901,967.1814
2000/01/01@10:46:20,8902,967.18744
2000/01/01@10:46:21,8903,967.1515
2000/01/01@10:46:22,8904,967.17484
2000/01/01@10:46:23,8905,967.14532
2000/01/01@10:46:24,8906,967.1538
2000/01/01@10:46:25,8907,967.1664
2000/01/01@10:46:26,8908,967.1317
2000/01/01@10:46:27,8909,967.1538
2000/01/01@10:46:28,8910,967.17348
2000/01/01@10:46:30,8912,967.1526
2000/01/01@10:46:31,8913,967.1824
2000/01/01@10:46:32,8914,967.151264
2000/01/01@10:46:33,8915,967.151264
2000/01/01@10:46:34,8916,967.1462
2000/01/01@10:46:35,8917,967.1462
2000/01/01@10:46:36,8918,967.1473
2000/01/01@10:46:37,8919,967.1611
2000/01/01@10:46:38,8920,967.166
2000/01/01@10:46:39,8921,967.1463
