2000/01/01@04:21:38,8,3.3288752
2000/01/01@04:21:38,8,3.3288752
2000/01/01@04:21:39,9,3.32925
2000/01/01@04:21:41,11,3.3260626
2000/01/01@04:21:42,12,3.3219376
2000/01/01@04:21:43,13,3.3174376
2000/01/01@04:21:44,14,3.3129378
2000/01/01@04:21:45,15,3.3091874
2000/01/01@04:21:46,16,3.3054378
2000/01/01@04:21:47,17,3.3022504
2000/01/01@04:21:48,18,3.2992502
2000/01/01@04:21:49,19,3.2979376
2000/01/01@04:21:50,20,3.2964378
2000/01/01@04:21:52,22,3.2953126
2000/01/01@04:21:53,23,3.2941876
2000/01/01@04:21:54,24,3.2934376
2000/01/01@04:21:55,25,3.2917504
2000/01/01@04:21:56,26,3.2911878
2000/01/01@04:21:57,27,3.29025
2000/01/01@04:21:58,28,3.2891254
2000/01/01@04:21:59,29,3.2874376
2000/01/01@04:22:00,30,3.2868752
2000/01/01@04:22:01,31,3.2865004
2000/01/01@04:22:02,32,3.28575
2000/01/01@04:22:04,34,3.2844376
2000/01/01@04:22:05,35,3.283875
2000/01/01@04:22:06,36,3.2835002
2000/01/01@04:22:07,37,3.2818126
2000/01/01@04:22:08,38,3.28125
2000/01/01@04:22:09,39,3.2810626
2000/01/01@04:22:10,40,3.27975
2000/01/01@04:22:11,41,3.2793752
2000/01/01@04:22:12,42,3.2784376
2000/01/01@04:22:13,43,3.277875
2000/01/01@04:22:14,44,3.2776876
2000/01/01@04:22:16,46,3.2769378
2000/01/01@04:22:17,47,3.2765628
2000/01/01@04:22:18,48,3.2767504
2000/01/01@04:22:19,49,3.276
2000/01/01@04:22:20,50,3.2758126
2000/01/01@04:22:21,51,3.2756252
2000/01/01@04:22:22,52,3.2756252
2000/01/01@04:22:23,53,3.2746876
2000/01/01@04:22:24,54,3.274125
2000/01/01@04:22:25,55,3.2745002
2000/01/01@04:22:26,56,3.2746876
2000/01/01@04:22:28,58,3.2748752
2000/01/01@04:22:29,59,3.2739376
2000/01/01@04:22:30,60,3.274125
2000/01/01@04:22:31,61,3.2743128
2000/01/01@04:22:32,62,3.2743128
2000/01/01@04:22:33,63,3.2745002
2000/01/01@04:22:34,64,3.2745002
2000/01/01@04:22:35,65,3.2743128
2000/01/01@04:22:36,66,3.274125
2000/01/01@04:22:37,67,3.274125
2000/01/01@04:22:38,68,3.274125
2000/01/01@04:22:40,70,3.2739376
2000/01/01@04:22:41,71,3.2737504
2000/01/01@04:22:42,72,3.273563
2000/01/01@04:22:43,73,3.2739376
2000/01/01@04:22:44,74,3.273563
2000/01/01@04:22:45,75,3.2737504
