2000/01/01@00:01:42,9,3.3472502
2000/01/01@00:01:42,9,3.3472502
2000/01/01@00:01:43,10,3.3435002
2000/01/01@00:01:44,11,3.3420002
2000/01/01@00:01:45,12,3.340125
2000/01/01@00:01:46,13,3.3414378
2000/01/01@00:01:47,14,3.3406878
2000/01/01@00:01:48,15,3.3403124
2000/01/01@00:01:49,16,3.3403124
2000/01/01@00:01:50,17,3.3399376
2000/01/01@00:01:51,18,3.3384376
2000/01/01@00:01:53,20,3.3386254
2000/01/01@00:01:54,21,3.3412504
2000/01/01@00:01:55,22,3.3425626
2000/01/01@00:01:56,23,3.3414378
2000/01/01@00:01:57,24,3.3382502
