2000/01/01@00:02:25,9,-0.09655762,0.5180054,0.89746092,0.465648868,2.29771,-1.5572519
2000/01/01@00:02:25,9,-0.09655762,0.5180054,0.89746092,0.465648868,2.29771,-1.5572519
2000/01/01@00:02:26,10,-0.0679931636,0.38598632,0.986511264,-12.763359,16.854962,-5.6106872
2000/01/01@00:02:27,11,0.12384033,0.359130836,-0.8916626,-32.74046,0.259542,-11.458015
2000/01/01@00:02:28,12,0.3251953,0.422607432,0.835022,-42.27481,2.870229,25.015266
2000/01/01@00:02:29,13,0.01763916,0.49560548,0.93310544,-1.1221374,2.6183208,-1.1526718
