datetime,elapsed_s,pressure_hpa
2026/04/02@01:31:41,207,977.0065
2026/04/02@01:31:42,208,976.9659
2026/04/02@01:31:43,209,976.9975
2026/04/02@01:31:44,210,976.96184
2026/04/02@01:31:45,211,976.96312
2026/04/02@01:31:46,212,976.945
2026/04/02@01:31:47,213,976.98488
2026/04/02@01:31:48,214,977.00136
2026/04/02@01:31:49,215,976.98916
2026/04/02@01:31:50,216,976.9854
2026/04/02@01:31:51,217,976.99552
2026/04/02@01:31:53,219,976.981568
2026/04/02@01:31:54,220,977.0188
2026/04/02@01:31:55,221,977.0064
