datetime,elapsed_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
2000/01/17@00:19:27,308,0.047912596,-0.047180176,1.0408325,-3.053435,0.13740458,-0.90839692
2000/01/17@00:19:28,309,0.05041504,-0.043518068,1.0428467,-0.5038168,1.3358779,-0.99236643
2000/01/17@00:19:29,310,0.04626465,-0.04498291,1.039978,1.8091604,2.427481,-0.16030534
2000/01/17@00:19:30,311,0.041870116,-0.035949708,1.0445557,-3.183206,0.396946584,-0.77099232
2000/01/17@00:19:31,312,0.052124024,-0.043029784,1.0418701,-2.5877862,0.45038168,-1.2366412
2000/01/17@00:19:32,313,0.04949951,-0.049438476,1.039978,-1.3816794,0.86259544,-1.0152671
2000/01/17@00:19:33,314,0.051879884,-0.044433592,1.0430298,-2.7557252,0.458015268,-1.1450381
2000/01/17@00:19:34,315,0.047729492,-0.04559326,1.0425415,-2.053435,0.6946565,-1.167939
2000/01/17@00:19:36,317,0.037231444,-0.03955078,1.0410156,10.442748,6.557252,-2.221374
2000/01/17@00:19:37,318,0.041931152,-0.031555176,1.048706,-3.1984732,0.519084,-1.0610686
2000/01/17@00:19:38,319,0.04498291,-0.05480957,1.0375366,-4.6106872,-0.610687,-1.6564885
2000/01/17@00:19:39,320,0.0476074216,-0.04547119,1.0423584,-2.1145038,0.6259542,-1.519084
2000/01/17@00:19:40,321,0.061950684,-0.06463623,1.0397949,-2.7175572,0.480916032,-1.2748091
2000/01/17@00:19:41,322,0.056152344,-0.0513916,1.0424194,-1.5725191,0.57251908,-0.90076332
2000/01/17@00:19:42,323,0.04449463,-0.04156494,1.0447998,-1.4045801,1.1755725,-0.60305348
2000/01/17@00:19:43,324,0.04473877,-0.03289795,1.0474243,1.7709924,2.465649,-1.1984733
2000/01/17@00:19:44,325,0.04937744,-0.03552246,1.0430298,-0.2519084,1.3740458,-1.740458
2000/01/17@00:19:45,326,0.0484619136,-0.04309082,1.0413208,1.5801526,2.648855,-1.7328244
2000/01/17@00:19:46,327,0.064697268,-0.06225586,1.0402222,-4.5267176,-0.55725192,-1.0229008
2000/01/17@00:19:47,328,0.059509276,-0.05328369,1.043457,-0.099236648,1.68702284,-1.4503816
2000/01/17@00:19:48,329,0.0562744136,-0.052246092,1.0396728,-2.076336,0.84732824,-1.091603
2000/01/17@00:19:49,330,0.04510498,-0.036987304,1.0478516,-5.3511452,-0.6183206,-0.7480916
2000/01/17@00:19:50,331,0.043395996,-0.024353028,1.0482788,-3.58778632,0.07633588,-1.5267176
2000/01/17@00:19:51,332,0.051452636,-0.045654296,1.0425415,-0.259542,1.2442748,-1.79389316
2000/01/17@00:19:52,333,0.05505371,-0.050354004,1.0428467,1.1450381,2.312977,-1.5343511
2000/01/17@00:19:54,335,0.055541992,-0.045654296,1.0446167,-5.664122,-1.0458015,-1.4732824
2000/01/17@00:19:55,336,0.054870604,-0.04675293,1.043457,-1.1526718,1.1984733,-0.5801527
2000/01/17@00:19:56,337,0.06652832,-0.07104492,1.0335083,4.8320612,4.0610684,-0.5114504
2000/01/17@00:19:57,338,0.043029784,-0.040222168,1.0535889,-7.9083968,-2.0610688,-0.343511468
2000/01/17@00:19:58,339,0.053833008,-0.039611816,1.0494385,0.07633588,1.68702284,-0.99236643
2000/01/17@00:19:59,340,0.047180176,-0.04095459,1.0435181,-3.91603068,-0.022900764,-0.86259544
2000/01/17@00:20:00,341,0.055725096,-0.04437256,1.046875,0.55725192,1.8396946,-1.1221374
2000/01/17@00:20:01,342,0.053466796,-0.044555664,1.0429688,-1.79389316,0.55725192,-0.90839692
2000/01/17@00:20:02,343,0.07147217,-0.06732178,1.034729,-3.465649,0.17557252,-0.64122132
2000/01/17@00:20:03,344,0.039733888,-0.019042968,1.0534668,-2.6564886,0.2519084,-1.0229008
2000/01/17@00:20:04,345,0.054016112,-0.04711914,1.0465088,5.664122,3.931298,-1.389313
2000/01/17@00:20:05,346,0.07281494,-0.0680542,1.0349121,0.71755732,2.091603,-0.67175576
2000/01/17@00:20:06,347,0.04711914,-0.043884276,1.0427246,-1.4274809,1.091603,-1.2748091
2000/01/17@00:20:07,348,0.06384277,-0.06915283,1.0344849,-2.946565,0.488549632,-0.8854962
2000/01/17@00:20:08,349,0.05230713,-0.046691896,1.0401611,-0.458015268,1.480916,-0.8167939
2000/01/17@00:20:09,350,0.034057616,-0.029174804,1.0482178,-0.9312977,1.610687,-1.8396946
2000/01/17@00:20:10,351,0.03100586,-0.025146484,1.0427246,-1.4045801,0.5114504,-0.28244276
2000/01/17@00:20:12,353,0.05255127,-0.036071776,1.0471802,-2.9007632,-0.007633588,-0.66412216
2000/01/17@00:20:13,354,0.04815674,-0.042114256,1.0435181,0.45038168,2.038168,-0.90076332
2000/01/17@00:20:14,355,0.041992188,-0.037231444,1.0482788,-0.412213736,1.1603054,-1.3587786
2000/01/17@00:20:15,356,0.04888916,-0.034118652,1.0494995,-4.3969464,-0.5648855,-1.389313
2000/01/17@00:20:16,357,0.041015624,-0.040161132,1.0466919,-1.0,1.2900764,-0.89312976
2000/01/17@00:20:17,358,0.04675293,-0.0418090832,1.0445557,-1.9312977,0.7557252,-0.33587788
2000/01/17@00:20:18,359,0.029296875,-0.016723632,1.0561524,8.4198472,6.9923668,0.480916032
2000/01/17@00:20:19,360,0.050109864,-0.06726074,1.03125,18.007634,10.160305,-1.3816794
2000/01/17@00:20:20,361,0.04071045,-0.031433104,1.0498047,0.5496183,1.9007634,-1.4122137
2000/01/17@00:20:21,362,0.047668456,-0.039611816,1.0447388,-0.16030534,1.6641221,-1.1145039
2000/01/17@00:20:22,363,0.04333496,-0.034362792,1.0427246,0.053435112,1.72519084,-0.458015268
2000/01/17@00:20:23,364,0.047729492,-0.038513184,1.0480347,-3.65648868,-0.244274816,-1.1145039
2000/01/17@00:20:24,365,0.047790528,-0.04119873,1.0441894,-1.0839695,1.3969466,-0.86259544
2000/01/17@00:20:25,366,0.051452636,-0.039855956,1.0458374,-0.2519084,1.3969466,-1.0687023
2000/01/17@00:20:26,367,0.05291748,-0.054016112,1.0418091,-2.8015268,0.8091603,-1.80152668
2000/01/17@00:20:27,368,0.05255127,-0.043701172,1.0442505,0.007633588,1.6335878,-0.9847328
2000/01/17@00:20:28,369,0.049804688,-0.04852295,1.0429688,-0.412213736,1.5648855,-1.4427481
2000/01/17@00:20:30,371,0.05444336,-0.051757812,1.0379028,0.78625952,2.1068702,-0.870229
2000/01/17@00:20:31,372,0.047424316,-0.052001952,1.0430908,-3.9694658,0.07633588,-1.3282443
2000/01/17@00:20:32,373,0.06201172,-0.055541992,1.0386352,-2.3587788,0.488549632,-0.793893168
2000/01/17@00:20:33,374,0.05908203,-0.05621338,1.0427246,-2.4961832,0.5496183,-0.99236643
2000/01/17@00:20:34,375,0.053222656,-0.049194336,1.0445557,-0.71755732,1.5496184,-0.2519084
2000/01/17@00:20:35,376,0.052856444,-0.053527832,1.0341797,-6.3206104,-1.0610686,-1.1603054
2000/01/17@00:20:36,377,0.056518556,-0.04852295,1.0482178,-1.7328244,0.65648852,-0.65648852
2000/01/17@00:20:37,378,0.052124024,-0.046081544,1.0444336,1.389313,2.572519,-0.5648855
2000/01/17@00:20:38,379,0.05267334,-0.0473022468,1.0439453,-1.5801526,0.9694657,-1.1908396
2000/01/17@00:20:39,380,0.052856444,-0.045776368,1.0419312,-1.2519084,1.038168,-0.7099237
2000/01/17@00:20:40,381,0.054016112,-0.04736328,1.0407715,0.519084,1.9007634,-0.9694657
2000/01/17@00:20:41,382,0.04711914,-0.036193848,1.0470581,2.3664122,2.6946564,-0.778625968
2000/01/17@00:20:42,383,0.047546388,-0.046203612,1.0441284,-1.4503816,0.9389313,-1.1984733
2000/01/17@00:20:43,384,0.05255127,-0.050048828,1.043335,-0.8167939,1.2824427,-0.9389313
2000/01/17@00:20:44,385,0.04827881,-0.04650879,1.0404663,-0.7251908,1.480916,-0.8015267
2000/01/17@00:20:45,386,0.050476076,-0.036010744,1.0453491,-2.5877862,0.54198476,-1.221374
2000/01/17@00:20:47,387,0.06774902,-0.06732178,1.0380249,-8.80916,-2.572519,-2.0687022
2000/01/17@00:20:48,389,0.04711914,-0.04144287,1.045105,-0.5496183,1.389313,-1.038168
2000/01/17@00:20:49,390,0.046325684,-0.03729248,1.0438232,-1.2900764,1.4045801,-0.86259544
2000/01/17@00:20:50,391,0.054626464,-0.051086424,1.0402832,-1.94656492,0.8015267,-1.1832061
2000/01/17@00:20:51,392,0.054016112,-0.040161132,1.0412598,-0.1908397,1.7099236,-0.183206116
2000/01/17@00:20:52,393,0.047790528,-0.039916992,1.0426025,-1.2442748,0.8396947,-1.1145039
2000/01/17@00:20:53,394,0.05517578,-0.051879884,1.0397949,-2.793893,0.35877864,-0.9160305
2000/01/17@00:20:54,395,0.054748536,-0.04815674,1.0426025,-1.0229008,1.519084,-1.129771
2000/01/17@00:20:55,396,0.049438476,-0.05102539,1.0441284,-1.4656489,1.1755725,-1.0992366
2000/01/17@00:20:56,397,0.05657959,-0.05682373,1.0371704,-0.5954198,1.7099236,-1.1374046
2000/01/17@00:20:57,398,0.047973632,-0.047851564,1.0437622,-2.0229008,0.86259544,-1.1374046
2000/01/17@00:20:58,399,0.054382324,-0.042663576,1.0452881,-0.778625968,1.2671756,-1.0
2000/01/17@00:20:59,400,0.05340576,-0.049987792,1.0425415,-2.4961832,0.488549632,-1.0839695
2000/01/17@00:21:00,401,0.04827881,-0.042663576,1.0480347,-1.0458015,1.3816794,-0.86259544
2000/01/17@00:21:01,402,0.05480957,-0.047790528,1.045227,-2.183206,0.8396947,-1.0839695
2000/01/17@00:21:02,403,0.048095704,-0.047729492,1.0463257,-2.5038168,0.4961832,-0.9236641
2000/01/17@00:21:03,404,0.049865724,-0.0452880868,1.0477905,-2.0992368,0.870229,-0.90839692
2000/01/17@00:21:05,406,0.0452880868,-0.04083252,1.0444336,0.6335878,1.91603052,-1.0610686
2000/01/17@00:21:06,407,0.051208496,-0.051086424,1.0394898,-2.8854962,0.28244276,-1.1755725
2000/01/17@00:21:07,408,0.04925537,-0.051208496,1.0404053,0.519084,1.8778626,-0.977099264
2000/01/17@00:21:08,409,0.0554199232,-0.04547119,1.0465088,-1.038168,1.1068702,-0.9694657
2000/01/17@00:21:09,410,0.050842284,-0.04559326,1.0426636,-2.312977,0.778625968,-0.90076332
2000/01/17@00:21:10,411,0.05078125,-0.0452880868,1.0430908,-1.6259542,0.977099264,-1.1450381
2000/01/17@00:21:11,412,0.053771972,-0.04925537,1.0429077,-1.7328244,0.66412216,-0.99236643
2000/01/17@00:21:12,413,0.05670166,-0.041625976,1.0499268,-2.9847328,0.4351145,-1.0458015
2000/01/17@00:21:13,414,0.046691896,-0.037353516,1.0493164,-3.3206108,0.183206116,-1.1374046
2000/01/17@00:21:14,415,0.053222656,-0.05078125,1.0408325,-0.55725192,1.3206106,-1.0458015
2000/01/17@00:21:15,416,0.0464477536,-0.04260254,1.0446167,-0.29007636,1.5572519,-0.8015267
2000/01/17@00:21:16,417,0.048217772,-0.051086424,1.0390625,-0.15267176,1.8396946,-1.2137405
2000/01/17@00:21:17,418,0.049438476,-0.041381836,1.0465088,-1.69465652,0.90076332,-1.1526718
2000/01/17@00:21:18,419,0.04852295,-0.04144287,1.0440674,-0.77099232,1.480916,-0.8015267
2000/01/17@00:21:19,420,0.05340576,-0.049682616,1.0411377,-0.5038168,1.3664122,-0.8549618
2000/01/17@00:21:20,421,0.048706056,-0.04272461,1.043457,1.1984733,2.3816792,-0.83206104
2000/01/17@00:21:22,423,0.047851564,-0.050048828,1.0378418,-1.778626,0.9160305,-1.2748091
2000/01/17@00:21:23,424,0.05316162,-0.049316408,1.0435181,-4.931298,-0.740458,-1.129771
2000/01/17@00:21:24,425,0.050842284,-0.05291748,1.041748,-0.5114504,1.3664122,-0.9312977
2000/01/17@00:21:25,426,0.053771972,-0.047912596,1.0446167,-0.9389313,1.221374,-0.9389313
2000/01/17@00:21:26,427,0.049682616,-0.044433592,1.0415039,-1.9389314,0.8244275,-0.7633588
2000/01/17@00:21:27,428,0.049743652,-0.0461425784,1.0445557,-0.9847328,1.0229008,-0.84732824
2000/01/17@00:21:28,429,0.05078125,-0.044677736,1.0410767,0.5496183,1.78625952,-0.9465649
2000/01/17@00:21:29,430,0.04510498,-0.03564453,1.0429688,0.465648868,1.7328244,-0.7557252
2000/01/17@00:21:30,431,0.05078125,-0.045715332,1.0464478,-1.038168,1.3129771,-1.0610686
2000/01/17@00:21:31,432,0.04901123,-0.04333496,1.0454712,-0.8091603,1.3664122,-0.732824436
2000/01/17@00:21:32,433,0.04663086,-0.042785644,1.0435181,-1.3969466,1.0076336,-1.3129771
2000/01/17@00:21:33,434,0.0539550768,-0.05053711,1.0453491,-1.2290076,1.1221374,-0.732824436
2000/01/17@00:21:34,435,0.05255127,-0.043884276,1.0476684,-1.3969466,1.0152671,-0.99236643
2000/01/17@00:21:35,436,0.05053711,-0.0484619136,1.0426636,-0.259542,1.648855,-1.0
2000/01/17@00:21:36,437,0.045043944,-0.034179688,1.0496216,-4.1221376,-0.16030534,-1.519084
2000/01/17@00:21:37,438,0.0539550768,-0.050109864,1.0447998,-1.1221374,1.091603,-1.0687023
