"# Event Ardn_time[ms] ADC[0-1023] SiPM[mV] Deadtime[ms] #"
"Device ID: FluxLog-3"
"174 27617 103 22.23 8005"
"175 27664 105 22.39 8021"
"176 27719 147 26.19 8039"
"177 27762 238 40.82 8055"
"178 28136 204 34.73 8071"
"179 28324 127 24.18 8273"
"180 28360 451 113.08 8289"
"181 28750 414 93.93 8305"
"182 28780 263 45.37 8321"
"183 28897 135 24.92 8400"
"184 29092 89 21.05 8416"
"185 29119 127 24.18 8434"
"186 29156 110 22.78 8450"
"187 29310 696 307.73 8652"
"188 29411 111 22.86 8668"
"189 29440 211 35.96 8684"
"190 29642 396 85.28 8700"
"191 29730 110 22.78 8716"
"192 29860 153 26.90 8732"
"193 29889 124 23.92 8748"
"194 29972 112 22.94 8764"
"195 30174 460 119.54 8782"
"196 30329 225 38.48 8985"
"197 30529 352 66.89 9001"
"198 30925 391 82.35 9075"
"199 31011 188 32.01 9091"
"200 31109 332 61.17 9107"
"201 31189 366 72.41 9123"
"202 31305 472 125.87 9325"
"203 31332 396 85.28 9344"
"204 31359 430 101.41 9360"
"205 31583 391 82.35 9378"
"206 31639 152 26.78 9394"
"207 31666 739 495.61 9410"
"208 31689 211 35.96 9426"
"209 31773 83 20.46 9442"
"210 31842 312 55.68 9458"
"211 32174 352 66.89 9474"
"212 32234 88 20.96 9490"
"213 32458 259 44.69 9691"
"214 32555 319 57.64 9765"
"215 32630 103 22.23 9783"
"216 32809 467 121.56 9799"
"217 32870 140 25.42 9815"
"218 32904 88 20.96 9831"
"219 33051 444 109.09 9847"
"220 33326 595 212.63 9863"
"221 33639 275 47.73 10066"
"222 33757 284 49.41 10085"
"223 33827 371 73.82 10101"
"224 33978 262 45.24 10119"
"225 34011 88 20.96 10135"
"226 34265 145 25.96 10151"
"227 34360 448 112.41 10167"
"228 34541 92 21.32 10370"
"229 34670 455 117.03 10442"
"230 34819 103 22.23 10458"
"231 34914 307 54.48 10474"
"232 35046 380 78.12 10490"
"233 35229 537 162.17 10506"
"234 35292 294 51.51 10524"
"235 35346 163 28.20 10540"
"236 35598 665 286.02 10556"
"237 35807 287 50.23 10760"
"238 36045 304 53.73 10776"
"239 36094 390 82.70 10792"
"240 36125 103 22.23 10808"
"241 36158 224 38.29 10827"
"242 36304 96 21.67 10843"
"243 36348 376 76.43 10859"
"244 36506 198 33.69 10877"
"245 36593 124 23.92 10950"
"246 36719 316 56.81 10966"
"247 36924 408 90.57 11169"
"248 36949 396 85.28 11185"
"249 37132 207 35.26 11201"
"250 37277 207 35.26 11217"
"251 37319 142 25.64 11233"
"252 37450 327 59.28 11249"
"253 37532 263 45.37 11265"
"254 37588 368 72.93 11283"
"255 38052 195 33.17 11299"
"256 39044 799 620.61 11503"
"257 39093 188 32.01 11519"
"258 39217 121 23.66 11723"
"259 39302 409 91.12 11739"
"260 39525 199 33.86 11816"
"261 39758 112 22.94 11832"
"262 40076 184 31.36 11848"
"263 40216 519 154.30 11866"
"264 40757 270 46.71 12071"
"265 40784 359 69.86 12087"
"266 41007 207 35.26 12103"
"267 41132 135 24.92 12119"
"268 41185 384 80.08 12135"
"269 41310 671 277.06 12151"
"270 41474 159 27.66 12356"
"271 41516 632 232.56 12372"
"272 41571 92 21.32 12388"
"273 41691 403 88.99 12406"
"274 41924 263 45.37 12422"
"275 42266 108 22.63 12438"
"276 42482 193 32.84 12701"
"277 42502 376 76.43 12717"
"278 42614 384 80.08 12733"
"279 42852 79 20.03 12752"
"280 42988 179 30.55 12768"
"281 43073 369 73.42 12784"
"282 43427 158 27.53 12800"
"283 43659 159 27.66 13007"
"284 43825 448 112.41 13023"
"285 43967 231 39.55 13039"
"286 44058 192 32.67 13055"
"287 44195 176 30.09 13071"
"288 44218 352 66.89 13087"
"289 44314 423 97.36 13103"
"290 44563 159 27.66 13119"
"291 44685 112 22.94 13325"
"292 44820 115 23.18 13399"
"293 44921 428 101.58 13417"
"294 44992 430 101.41 13433"
"295 45208 262 45.24 13449"
"296 45554 348 65.64 13465"
"297 45695 83 20.46 13481"
"298 45838 184 31.36 13690"
"299 45886 99 21.91 13706"
"300 46027 199 33.86 13722"
"301 46067 88 20.96 13738"
"302 46219 120 23.58 13756"
"303 46248 79 20.03 13772"
"304 46275 271 46.93 13788"
"305 46325 423 97.36 13804"
"306 46410 96 21.67 13820"
"307 46690 752 487.99 13895"
"308 47004 167 28.76 13911"
"309 47128 233 39.92 14116"
"310 47299 112 22.94 14132"
"311 47359 254 43.77 14148"
"312 47526 255 43.96 14166"
"313 47544 233 39.92 14182"
"314 47790 359 69.86 14198"
"315 48093 230 39.39 14214"
"316 48364 337 62.30 14419"
"317 48409 86 20.77 14438"
"318 48510 172 29.49 14455"
"319 48568 240 41.21 14471"
"320 48798 83 20.46 14487"
"321 48853 96 21.67 14503"
"322 49094 369 73.42 14521"
"323 49338 668 291.28 14785"
"324 49396 419 97.20 14801"
"325 49541 83 20.46 14817"
"326 49631 88 20.96 14833"
"327 49782 102 22.15 14849"
"328 50735 92 21.32 14865"
"329 51172 80 20.14 15071"
"330 51330 108 22.63 15087"
"331 51517 206 35.07 15103"
"332 51607 255 43.96 15121"
"333 51702 415 95.00 15137"
"334 51752 668 291.28 15153"
"335 52042 384 80.08 15360"
"336 52219 376 76.43 15379"
"337 52247 92 21.32 15395"
"338 52361 152 26.78 15470"
"339 52598 156 27.28 15486"
"340 52726 102 22.15 15502"
"341 52863 332 61.17 15520"
"342 53005 96 21.67 15726"
"343 53036 172 29.49 15742"
"344 53621 255 43.96 15758"
"345 53682 344 64.67 15774"
"346 53756 188 32.01 15790"
"347 53895 96 21.67 15806"
"348 54023 193 32.84 16012"
"349 54084 384 80.08 16028"
"350 54154 326 59.13 16044"
"351 54215 268 46.26 16062"
"352 54453 224 38.29 16078"
"353 54508 408 90.57 16094"
"354 54894 348 65.64 16168"
"355 55034 124 23.92 16377"
"356 55174 377 76.28 16393"
"357 55239 391 82.35 16409"
"358 55407 199 33.86 16425"
"359 55503 487 132.65 16441"
"360 55537 174 29.79 16457"
"361 55556 88 20.96 16475"
"362 55620 126 24.09 16491"
"363 55659 124 23.92 16507"
"364 55696 231 39.55 16523"
"365 56087 240 41.21 16539"
"366 56602 111 22.86 16746"
"367 56621 403 88.99 16762"
"368 57014 451 113.08 16778"
"369 57059 428 101.58 16794"
"370 57415 286 49.78 17057"
"371 57523 575 187.30 17075"
"372 58025 295 51.75 17091"
"373 58080 153 26.90 17107"
"374 58482 359 69.86 17126"
"375 58602 152 26.78 17333"
"376 58802 368 72.93 17349"
"377 58863 430 101.41 17365"
"378 58941 115 23.18 17381"
"379 59088 216 36.85 17397"
"380 59130 83 20.46 17415"
"381 59217 83 20.46 17431"
"382 59276 127 24.18 17447"
"383 59331 240 41.21 17463"
"384 59456 286 49.78 17479"
"385 59670 286 49.78 17742"
"386 59968 112 22.94 17758"
"387 59991 254 43.77 17774"
"388 60019 131 24.54 17790"
"389 60068 124 23.92 17807"
"390 60254 399 87.30 17825"
"391 60615 480 130.21 17841"
"392 60830 97 21.75 18048"
"393 61049 401 87.91 18067"
"394 61092 108 22.63 18083"
"395 61388 102 22.15 18099"
"396 61501 415 95.00 18115"
"397 61726 844 916.36 18131"
"398 61943 345 64.98 18338"
"399 61988 399 87.30 18354"
"400 62287 169 29.05 18372"
"401 62398 103 22.23 18444"
"402 62563 332 61.17 18460"
"403 62809 86 20.77 18476"
"404 63139 88 20.96 18683"
"405 63306 108 22.63 18699"
"406 63555 88 20.96 18715"
"407 63637 318 57.28 18731"
"408 63793 88 20.96 18747"
"409 63839 399 87.30 18763"
"410 63994 294 51.51 18972"
"411 64063 120 23.58 18988"
"412 64537 81 20.25 19007"
"413 64555 332 61.17 19023"
"414 64702 307 54.48 19039"
"415 64786 688 328.69 19055"
"416 65009 92 21.32 19319"
"417 65071 236 40.44 19335"
"418 65367 184 31.36 19351"
"419 65414 152 26.78 19369"
"420 65446 216 36.85 19385"
"421 65479 480 130.21 19401"
"422 65537 96 21.67 19417"
"423 65696 227 38.83 19433"
"424 65719 391 82.35 19449"
"425 65747 204 34.73 19465"
"426 65952 135 24.92 19481"
"427 66137 344 64.67 19688"
"428 66166 124 23.92 19704"
"429 66207 540 166.11 19722"
"430 66299 79 20.03 19738"
"431 66583 143 25.74 19757"
"432 66732 270 46.71 19830"
"433 66807 231 39.55 19846"
"434 66867 304 53.73 19862"
"435 67076 161 27.93 19878"
"436 67266 332 61.17 20085"
"437 67353 92 21.32 20101"
"438 67693 284 49.41 20117"
"439 67720 952 1801.44 20135"
"440 67814 79 20.03 20151"
"441 68069 152 26.78 20167"
"442 68112 231 39.55 20183"
"443 68293 83 20.46 20390"
"444 68459 368 72.93 20406"
"445 68655 252 43.42 20422"
"446 68780 103 22.23 20438"
"447 68863 124 23.92 20454"
"448 68955 487 132.65 20529"
"449 69014 88 20.96 20547"
"450 69079 79 20.03 20566"
"451 69277 124 23.92 20582"
"452 69682 167 28.76 20789"
"453 69770 359 69.86 20805"
"454 69821 312 55.68 20821"
"455 69888 291 50.97 20837"
"456 70231 163 28.20 20853"
"457 70365 271 46.93 20869"
"458 70733 380 78.12 21078"
"459 70889 327 59.28 21094"
"460 70962 224 38.29 21110"
"461 70992 556 174.47 21126"
"462 71080 262 45.24 21142"
"463 71249 807 770.01 21217"
"464 71318 344 64.67 21233"
"465 71593 440 109.25 21249"
"466 71813 494 141.37 21465"
"467 71869 88 20.96 21481"
"468 72001 575 187.30 21499"
"469 72066 102 22.15 21518"
"470 72764 248 42.69 21534"
"471 73161 271 46.93 21741"
"472 73225 304 53.73 21757"
"473 73301 355 68.30 21773"
"474 73723 401 87.91 21789"
"475 73743 103 22.23 21805"
"476 73801 220 37.58 21821"
"477 73964 284 49.41 22028"
"478 74031 108 22.63 22046"
"479 74372 350 66.46 22121"
"480 74401 121 23.66 22137"
"481 74442 255 43.96 22153"
"482 75227 92 21.32 22169"
"483 75415 366 72.41 22376"
"484 75466 398 85.63 22392"
"485 75525 295 51.75 22408"
"486 75611 176 30.09 22424"
"487 75797 198 33.69 22440"
"488 76475 231 39.55 22461"
"489 76733 216 36.85 22669"
"490 76815 430 101.41 22685"
"491 76868 127 24.18 22701"
"492 76903 163 28.20 22717"
"493 76940 96 21.67 22733"
"494 77256 102 22.15 22808"
"495 77335 209 35.61 22824"
"496 77514 750 418.67 22840"
"497 78024 112 22.94 23049"
"498 78086 391 82.35 23065"
"499 78129 201 34.22 23081"
"500 78534 252 43.42 23097"
"501 78664 131 24.54 23304"
"502 78715 209 35.61 23320"
"503 78765 140 25.42 23336"
"504 78849 94 21.50 23352"
"505 78971 88 20.96 23368"
"506 79060 440 109.25 23384"
"507 79160 88 20.96 23405"
"508 79415 575 187.30 23421"
"509 79459 140 25.42 23437"
"510 79659 671 277.06 23511"
"511 79799 295 51.75 23719"
"512 79968 126 24.09 23735"
"513 80379 192 32.67 23751"
"514 80436 172 29.49 23767"
"515 80456 88 20.96 23783"
"516 80582 319 57.64 23799"
"517 80642 97 21.75 23817"
"518 81039 124 23.92 23833"
"519 81170 352 66.89 24042"
"520 81221 167 28.76 24058"
"521 81247 152 26.78 24074"
"522 81390 167 28.76 24090"
"523 81436 152 26.78 24106"
"524 81495 344 64.67 24122"
"525 81520 190 32.33 24138"
"526 81610 355 68.30 24217"
"527 81696 79 20.03 24233"
"528 81772 334 61.44 24249"
"529 81854 268 46.26 24265"
"530 81952 275 47.73 24281"
"531 81973 108 22.63 24297"
"532 81998 440 109.25 24313"
"533 82092 115 23.18 24329"
"534 82206 670 272.62 24537"
"535 82552 199 33.86 24553"
"536 82588 140 25.42 24571"
"537 82688 467 121.56 24587"
"538 82744 152 26.78 24603"
"539 82889 323 58.48 24619"
"540 82995 408 90.57 24635"
"541 83094 79 20.03 24710"
"542 83400 255 43.96 24919"
"543 83526 255 43.96 24935"
"544 83548 275 47.73 24951"
"545 83599 355 68.30 24970"
"546 83719 553 176.67 24988"
"547 83832 92 21.32 25004"
"548 83973 97 21.75 25020"
"549 84069 92 21.32 25036"
"550 84446 448 112.41 25052"
"551 84608 287 50.23 25261"
"552 84995 275 47.73 25277"
"553 85014 312 55.68 25293"
"554 85109 188 32.01 25309"
"555 85191 486 135.98 25325"
"556 85290 600 203.87 25343"
"557 85418 312 55.68 25418"
"558 85508 448 112.41 25434"
"559 85640 560 175.34 25643"
"560 85765 270 46.71 25659"
"561 85797 86 20.77 25675"
"562 85873 120 23.58 25691"
"563 86069 224 38.29 25707"
"564 86120 131 24.54 25726"
"565 86294 489 138.11 25744"
"566 86417 399 87.30 25760"
"567 86440 152 26.78 25776"
"568 86498 83 20.46 25792"
"569 86835 184 31.36 25808"
"570 87181 323 58.48 26017"
"571 87290 593 187.91 26033"
"572 87487 120 23.58 26108"
"573 87866 268 46.26 26124"
"574 88028 480 130.21 26333"
"575 88052 271 46.93 26351"
"576 88092 387 81.05 26367"
"577 88155 121 23.66 26383"
"578 88562 399 87.30 26399"
"579 88589 454 115.28 26415"
"580 88680 88 20.96 26431"
"581 88874 270 46.71 26447"
"582 89162 368 72.93 26656"
"583 89296 156 27.28 26675"
"584 89358 284 49.41 26691"
"585 89379 414 93.93 26709"
"586 89440 88 20.96 26725"
"587 89685 207 35.26 26741"
"588 89834 227 38.83 26815"
"589 89920 163 28.20 26831"
"590 90047 96 21.67 27040"
"591 90082 83 20.46 27056"
"592 90192 195 33.17 27072"
"593 90688 206 35.07 27088"
"594 90794 371 73.82 27104"
"595 90847 206 35.07 27122"
"596 91065 217 37.04 27138"
"597 91434 167 28.76 27347"
"598 91454 271 46.93 27363"
"599 91763 240 41.21 27379"
"600 91801 233 39.92 27395"
"601 91926 335 61.77 27411"
"602 91960 575 187.30 27430"
"603 92111 526 158.17 27503"
"604 92229 316 56.81 27714"
"605 92486 430 101.41 27730"
"606 92524 252 43.42 27746"
"607 92734 192 32.67 27762"
"608 92757 275 47.73 27778"
"609 93345 268 46.26 27794"
"610 93569 152 26.78 28003"
"611 93610 255 43.96 28019"
"612 94232 140 25.42 28035"
"613 94504 364 71.71 28051"
"614 94756 79 20.03 28262"
"615 94798 419 97.20 28278"
"616 94906 103 22.23 28294"
"617 94924 167 28.76 28310"
"618 95089 103 22.23 28326"
"619 95238 176 30.09 28399"
"620 95274 595 212.63 28415"
"621 95309 103 22.23 28442"
"622 95748 105 22.39 28458"
"623 95900 448 112.41 28669"
"624 96109 207 35.26 28685"
"625 96386 353 67.64 28701"
"626 96555 199 33.86 28717"
"627 96575 97 21.75 28733"
"628 96680 231 39.55 28749"
"629 96705 412 92.93 28765"
"630 97035 102 22.15 28781"
"631 97215 99 21.91 28990"
"632 97400 224 38.29 29006"
"633 97920 83 20.46 29024"
"634 98068 300 52.79 29098"
"635 98244 192 32.67 29307"
"636 98491 335 61.77 29323"
"637 98817 412 92.93 29339"
"638 98877 184 31.36 29355"
"639 98976 481 129.57 29371"
"640 99169 255 43.96 29390"
"641 99306 448 112.41 29599"
"642 99540 94 21.50 29617"
"643 99773 806 675.82 29633"
"644 99847 99 21.91 29649"
"645 100036 768 471.89 29665"
"646 100202 496 144.49 29681"
"647 100339 120 23.58 29890"
"648 100535 240 41.21 29907"
"649 100680 131 24.54 29988"
"650 100773 199 33.86 30005"
"651 100828 152 26.78 30021"
"652 100899 207 35.26 30039"
"653 100971 435 104.92 30055"
"654 101012 319 57.64 30071"
"655 101087 280 48.67 30087"
"656 101333 271 46.93 30103"
"657 101504 199 33.86 30312"
"658 101576 287 50.23 30331"
"659 101596 364 71.71 30347"
"660 102212 335 61.77 30363"
"661 102308 163 28.20 30379"
"662 102374 492 134.92 30397"
"663 102549 391 82.35 30606"
"664 102584 115 23.18 30622"
"665 102855 97 21.75 30703"
"666 103183 227 38.83 30719"
"667 103281 310 55.16 30735"
"668 103533 224 38.29 30751"
"669 103659 231 39.55 30960"
"670 103698 184 31.36 30977"
"671 103832 83 20.46 30993"
"672 104160 649 269.34 31011"
"673 104234 120 23.58 31027"
"674 104407 121 23.66 31044"
"675 104463 255 43.96 31060"
"676 104533 460 119.54 31079"
"677 104586 110 22.78 31095"
"678 105098 364 71.71 31304"
"679 105339 103 22.23 31320"
"680 105441 92 21.32 31386"
"681 105491 176 30.09 31404"
"682 105519 124 23.92 31420"
"683 105858 167 28.76 31437"
"684 106091 177 30.25 31646"
"685 106274 355 68.30 31662"
"686 106452 252 43.42 31678"
"687 106700 287 50.23 31695"
"688 106804 209 35.61 31711"
"689 106963 415 95.00 31727"
"690 107171 94 21.50 31936"
"691 107352 286 49.78 31954"
"692 107447 79 20.03 31970"
"693 107703 103 22.23 31986"
"694 107800 79 20.03 32002"
"695 107846 103 22.23 32021"
"696 107887 284 49.41 32037"
"697 107949 113 23.02 32053"
"698 108010 127 24.18 32069"
"699 108243 355 68.30 32278"
"700 108322 361 70.62 32294"
"701 108546 127 24.18 32312"
"702 108592 112 22.94 32328"
"703 108640 318 57.28 32344"
"704 108860 376 76.43 32360"
"705 108959 110 22.78 32376"
"706 109193 487 132.65 32392"
"707 109439 304 53.73 32601"
"708 109888 199 33.86 32617"
"709 110002 188 32.01 32633"
"710 110079 96 21.67 32649"
"711 110258 199 33.86 32667"
"712 110924 225 38.48 32876"
"713 110951 384 80.08 32895"
"714 111053 415 95.00 32911"
"715 111141 403 88.99 32927"
"716 111180 143 25.74 32943"
"717 111225 118 23.42 32959"
"718 111443 126 24.09 32976"
"719 111571 432 101.61 33185"
"720 111700 476 129.76 33203"
"721 111932 231 39.55 33219"
"722 112050 291 50.97 33235"
"723 112123 300 52.79 33251"
"724 112468 543 164.77 33267"
"725 112635 121 23.66 33474"
"726 112660 254 43.77 33491"
"727 112776 287 50.23 33508"
"728 112844 455 117.03 33524"
"729 113005 207 35.26 33540"
"730 113024 327 59.28 33558"
"731 113094 334 61.44 33577"
"732 113189 92 21.32 33593"
