datetime,elapsed_s,temperature_c
None,7,42.100024
None,8,42.100024
None,9,42.15002
None,10,42.175008
None,11,42.175008
None,12,42.225004
None,13,42.200016
None,14,42.200016
None,15,42.225004
None,16,42.275024
None,18,42.350008
None,19,42.425016
None,20,42.47501
None,21,42.550016
