2000/01/01@00:00:21,21,1006.9511
2000/01/01@00:00:21,21,1006.9511
2000/01/01@00:00:22,22,1006.93144
2000/01/01@00:00:23,23,1006.9174
2000/01/01@00:00:24,24,1006.9603
2000/01/01@00:00:26,26,1006.973
2000/01/01@00:00:27,27,1006.94492
2000/01/01@00:00:28,28,1006.9469
2000/01/01@00:00:29,29,780.9981
2000/01/01@00:00:30,30,780.9981
2000/01/01@00:00:31,31,780.9981
2000/01/01@00:00:32,32,780.9981
2000/01/01@00:00:33,33,780.9981
2000/01/01@00:00:34,34,780.9981
2000/01/01@00:00:35,35,780.9981
2000/01/01@00:00:36,36,780.9981
2000/01/01@00:00:38,37,780.9981
2000/01/01@00:00:39,39,780.9981
2000/01/01@00:01:13,73,24.150014
2000/01/01@00:01:14,74,24.250008
2000/01/01@00:01:15,75,24.350024
2000/01/01@00:01:16,76,24.700022
2000/01/01@00:01:17,77,27.02501
2000/01/01@00:01:18,78,29.250002
2000/01/01@00:01:19,79,30.975008
2000/01/01@00:01:20,80,32.150004
2000/01/01@00:01:21,81,33.025
2000/01/01@00:01:22,82,33.625008
2000/01/01@00:01:23,83,34.05001
2000/01/01@00:01:25,85,34.325004
2000/01/01@00:01:26,86,353.77502
2000/01/01@00:02:00,120,42.726788
2000/01/01@00:02:01,121,42.291904
2000/01/01@00:02:02,122,41.754788
2000/01/01@00:02:03,123,43.59655
2000/01/01@00:02:04,124,49.53231
2000/01/01@00:02:05,125,54.7158
2000/01/01@00:02:06,126,58.825056
2000/01/01@00:02:07,127,62.053864
