datetime,elapsed_s,temperature_c
None,7,42.725016
None,8,42.725016
None,9,42.750028
None,10,42.775012
None,11,42.775012
None,12,42.775012
None,13,42.775012
None,14,42.775012
None,15,42.775012
None,16,42.850016
None,18,42.875004
None,19,42.875004
None,20,42.97502
None,21,42.950012
None,22,42.9250268
None,23,42.900016
