datetime,elapsed_s,temperature_c
2026-07-31 23:23:43,8,27.775002
2026-07-31 23:23:44,9,27.800012
2026-07-31 23:23:45,10,27.775002
2026-07-31 23:23:46,11,27.750016
2026-07-31 23:23:47,12,27.750016
