datetime,elapsed_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
2026/08/01@02:33:03,46,-0.928833,-0.15527344,0.004699707,-1.4732824,1.3740458,-1.2519084
2026/08/01@02:33:04,47,-0.924926768,-0.15991211,0.008972168,-1.5648855,1.7633588,-0.86259544
2026/08/01@02:33:05,48,-0.9298706,-0.15710449,0.016296386,-1.2748091,0.7633588,-1.3282443
2026/08/01@02:33:06,49,-0.90997316,-0.14788818,-0.0022583008,-1.3129771,2.832061,-0.13740458
2026/08/01@02:33:07,50,-0.92907716,-0.15551758,0.013122559,-1.4198474,1.2671756,-1.1145039
2026/08/01@02:33:09,52,-0.928894032,-0.15472412,0.008728027,-1.4656489,1.0534351,-1.259542
2026/08/01@02:33:10,53,-0.9161377,-0.15692138,0.06964111,8.122137,4.0152676,0.091603052
2026/08/01@02:33:11,54,-0.902771,-0.28863524,0.08270264,-11.297709,71.145032,-47.816796
2026/08/01@02:33:12,55,-0.87402344,-0.34631348,0.0554199232,-1.7709924,0.55725192,1.0229008
2026/08/01@02:33:13,56,-0.821167,-0.33636476,0.007507324,-0.60305348,-9.717557,8.587787
2026/08/01@02:33:14,57,-0.88482664,-0.31420898,0.07287598,-1.7557252,3.54961832,-3.0687022
2026/08/01@02:33:15,58,-0.70147704,-0.4265747,0.28411864,1.961832,1.8473282,2.961832
2026/08/01@02:33:16,59,-0.9289551,-0.15618896,0.01373291,-1.389313,1.091603,-1.2137405
2026/08/01@02:33:17,60,-0.92529292,-0.1505127,0.022583008,-1.5114504,1.2061069,-1.1832061
2026/08/01@02:33:18,61,-0.9279175,-0.15838623,0.018981934,-1.4580153,0.977099264,-1.1374046
2026/08/01@02:33:20,63,-0.9274292,-0.15332031,0.021362304,-1.5725191,1.2519084,-1.1603054
2026/08/01@02:33:21,64,-0.9276123,-0.15679932,0.01763916,-1.5343511,1.0992366,-1.2671756
2026/08/01@02:33:22,65,-0.928894032,-0.152771,0.01763916,-1.3969466,1.091603,-1.3129771
2026/08/01@02:33:23,66,-0.9273071,-0.15362549,0.021057128,-1.519084,1.1603054,-1.2442748
2026/08/01@02:33:24,67,-0.92718504,-0.15576172,0.010803223,-1.4198474,1.129771,-1.4503816
2026/08/01@02:33:25,68,-0.92852784,-0.15179444,0.0198974608,-1.389313,1.1450381,-1.2900764
2026/08/01@02:33:26,69,-0.9266968,-0.14672852,0.01928711,-1.3969466,1.2824427,-1.1984733
2026/08/01@02:33:27,70,-0.923584,-0.15368652,0.02960205,-1.4198474,0.89312976,-1.1832061
2026/08/01@02:33:28,71,-0.9397583,-0.15679932,0.016479492,-1.4885496,1.0763359,-1.29771
2026/08/01@02:33:30,72,-0.927856464,-0.15252686,0.01940918,-1.5419847,1.1984733,-1.1603054
2026/08/01@02:33:31,74,-0.9276123,-0.15374756,0.01928711,-1.4427481,1.1450381,-1.1984733
2026/08/01@02:33:32,75,-0.9312744,-0.15045166,0.015625,-1.3053435,0.84732824,-1.167939
2026/08/01@02:33:33,76,-0.9319458,-0.1642456,0.02130127,-1.5419847,1.4351145,-1.2748091
2026/08/01@02:33:34,77,-0.9300537,-0.14910888,0.023620606,-1.6564885,1.7480916,-1.3740458
2026/08/01@02:33:35,78,-0.92926024,-0.15411377,0.026245118,-1.3969466,1.2366412,-1.1984733
2026/08/01@02:33:36,79,-0.9290161,-0.15362549,0.020263672,-1.5267176,1.2824427,-1.1755725
2026/08/01@02:33:37,80,-0.9312134,-0.15600586,0.020263672,-1.5114504,1.3587786,-1.1832061
2026/08/01@02:33:38,81,-0.9268799,-0.15557862,0.019592286,-2.0458016,2.7251908,-1.3587786
2026/08/01@02:33:39,82,-0.9246216,-0.15142822,0.019042968,-1.9007634,2.7480916,-1.3129771
2026/08/01@02:33:41,84,-0.9289551,-0.15362549,0.016479492,-1.3206106,0.8244275,-1.1984733
2026/08/01@02:33:42,85,-0.9296875,-0.15350342,0.022338868,-1.4503816,1.0992366,-1.2442748
2026/08/01@02:33:43,86,-0.9304199,-0.1531372,0.049743652,-1.5877863,1.4503816,-1.259542
2026/08/01@02:33:44,87,-0.9274292,-0.15350342,0.025512696,-1.610687,1.0610686,-1.2290076
2026/08/01@02:33:45,88,-0.9283447,-0.14556885,0.0134887692,-1.4885496,1.129771,-1.1832061
2026/08/01@02:33:46,89,-0.9282837,-0.14916992,0.020690918,-1.5648855,1.2061069,-1.167939
2026/08/01@02:33:47,90,-0.930847168,-0.15124512,0.02911377,-1.0992366,0.17557252,-1.3816794
2026/08/01@02:33:48,91,-0.9475708,-0.14416504,-0.003479004,-1.4045801,0.99236643,-1.3282443
2026/08/01@02:33:49,92,-0.9309082,-0.1451416,0.0191650384,-1.5877863,1.1755725,-1.2748091
2026/08/01@02:33:50,93,-0.93481448,-0.14544678,0.018554688,-1.167939,0.183206116,-0.9541985
2026/08/01@02:33:52,95,-0.9269409,-0.14141846,0.021362304,-1.4961832,1.2519084,-1.2366412
2026/08/01@02:33:53,96,-0.9269409,-0.14471436,0.022460938,-1.5038168,0.7480916,-1.2366412
2026/08/01@02:33:54,97,-0.92700195,-0.14715576,0.024536132,-1.5801526,1.4580153,-1.1984733
2026/08/01@02:33:55,98,-0.9309082,-0.14520264,0.012084961,-1.4961832,1.3282443,-1.1450381
2026/08/01@02:33:56,99,-0.916626,-0.14624024,0.023864746,-1.6717557,1.68702284,-1.1450381
2026/08/01@02:33:57,100,-0.928772,-0.14349365,0.020507812,-1.68702284,1.68702284,-0.86259544
2026/08/01@02:33:58,101,-0.93359376,-0.14678955,0.013549805,-1.6259542,1.4122137,-1.1221374
