datetime,elapsed_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
2026/08/01@02:32:24,7,-0.9265747,-0.15570068,0.018005372,-1.4122137,1.1526718,-1.1984733
2026/08/01@02:32:26,9,-0.9281006,-0.15649414,0.0230712892,-1.4885496,1.2366412,-1.2366412
2026/08/01@02:32:27,10,-0.9283447,-0.15625,0.022705078,-1.4503816,1.1145039,-1.351145
2026/08/01@02:32:28,11,-0.9273071,-0.1564331,0.022949218,-1.4274809,1.2824427,-1.129771
2026/08/01@02:32:29,12,-0.92858888,-0.15551758,0.024291992,-1.5572519,1.2442748,-1.1832061
2026/08/01@02:32:30,13,-0.92755128,-0.15228272,0.020446778,-1.5114504,1.3969466,-1.2061069
2026/08/01@02:32:31,14,-0.927856464,-0.1583252,0.020263672,-1.480916,1.2519084,-1.2137405
2026/08/01@02:32:32,15,-0.9284668,-0.15661621,0.020629882,-1.4732824,1.2671756,-1.1984733
2026/08/01@02:32:33,16,-0.9281006,-0.15570068,0.022277832,-1.5267176,1.1908396,-1.2366412
2026/08/01@02:32:34,17,-0.9277954,-0.15765381,0.01953125,-1.5419847,1.1603054,-1.1068702
2026/08/01@02:32:35,18,-0.93029784,-0.1583252,0.018676758,-1.519084,1.1145039,-1.0992366
2026/08/01@02:32:37,20,-0.92822264,-0.15466308,0.021057128,-1.4503816,1.1908396,-1.1832061
2026/08/01@02:32:38,21,-0.92767336,-0.15765381,0.025817872,-1.5725191,1.5267176,-1.3282443
2026/08/01@02:32:39,22,-0.930847168,-0.15435791,0.015014648,-1.4885496,1.5954199,-1.2748091
2026/08/01@02:32:40,23,-0.9293823,-0.15844726,0.024536132,-1.6259542,1.70229,-1.1603054
2026/08/01@02:32:41,24,-0.927063,-0.15472412,0.020751954,-1.4427481,1.2061069,-1.3206106
2026/08/01@02:32:42,25,-0.9281616,-0.15759278,0.018798828,-1.4427481,1.091603,-1.1755725
2026/08/01@02:32:43,26,-0.93011468,-0.15771484,0.020874024,-1.3664122,1.038168,-1.3206106
2026/08/01@02:32:44,27,-0.9281006,-0.15582276,0.01550293,-1.5114504,1.1450381,-1.1374046
2026/08/01@02:32:45,28,-0.92633052,-0.1552124,0.022583008,-1.4503816,1.2748091,-1.3053435
2026/08/01@02:32:46,29,-0.9283447,-0.15576172,0.022277832,-1.519084,1.2366412,-1.2671756
2026/08/01@02:32:48,31,-0.9259033,-0.15612793,0.019104004,-1.5343511,1.221374,-1.1755725
2026/08/01@02:32:49,32,-0.92419432,-0.15441894,0.022216796,-1.3129771,1.0,-1.221374
2026/08/01@02:32:50,33,-0.930847168,-0.15899658,0.020996094,-1.519084,1.1526718,-1.0534351
2026/08/01@02:32:51,34,-0.9208374,-0.15582276,0.01574707,-1.5648855,1.740458,-0.9389313
2026/08/01@02:32:52,35,-0.9299927,-0.1619873,0.011230469,-1.3358779,0.90076332,-1.1450381
2026/08/01@02:32:53,36,-0.92926024,-0.15582276,0.02130127,-1.4122137,1.2442748,-1.129771
2026/08/01@02:32:54,37,-0.91967776,-0.15673828,0.014343262,-1.519084,1.480916,-1.1221374
2026/08/01@02:32:55,38,-0.9251709,-0.15319824,0.019714356,-1.3816794,0.977099264,-1.2137405
2026/08/01@02:32:56,39,-0.87786868,-0.11437988,-0.013916016,-2.793893,6.152672,0.091603052
2026/08/01@02:32:58,40,-0.9404297,-0.16479492,0.016967774,-1.3129771,1.4045801,-0.4351145
2026/08/01@02:32:59,42,-0.9324341,-0.15686035,0.018859864,-1.4045801,1.2519084,-1.1984733
2026/08/01@02:33:00,43,-0.9515381,-0.16833496,-0.0053100584,-1.3435115,1.0229008,-1.1984733
2026/08/01@02:33:01,44,-0.9279175,-0.16015625,0.020935058,-1.4580153,1.0839695,-1.1908396
2026/08/01@02:33:02,45,-0.9290161,-0.15930176,0.020385742,-1.5572519,1.4427481,-1.1984733
