2026/08/01@02:42:34,183,-0.6045532,-0.04345703,-0.74468992,-2.351145,4.0458016,-2.8778628
2026/08/01@02:42:35,184,-0.59906008,-0.06591797,-0.7453003,-0.55725192,-2.1526718,-4.1221376
2026/08/01@02:42:37,186,-0.6170044,-0.047546388,-0.73114016,-3.2671756,3.29771,2.4122138
2026/08/01@02:42:38,187,-0.6418457,-0.07098389,-0.7102661,-3.4732824,2.7557252,0.8091603
2026/08/01@02:42:39,188,-0.611145,-0.04486084,-0.7227173,-1.1908396,1.6412214,-1.480916
2026/08/01@02:42:40,189,-0.61572268,-0.0394897468,-0.728210436,-3.6183208,1.5572519,-2.4961832
2026/08/01@02:42:41,190,-0.66430664,-0.06188965,-0.6889038,-1.5343511,6.2519084,-1.2290076
2026/08/01@02:42:42,191,-0.61047364,-0.10961914,-0.7149658,-2.816794,-2.5801528,-3.6412212
2026/08/01@02:42:43,192,-0.62615968,-0.04559326,-0.718139636,-2.2137404,3.41221368,-1.2519084
2026/08/01@02:42:44,193,-0.65405276,-0.030334472,-0.69140624,0.221374052,-0.022900764,-2.129771
2026/08/01@02:42:45,194,-0.7028198,-0.105285652,-0.67022708,-0.32061068,3.534351,1.2824427
2026/08/01@02:42:46,195,-0.6560669,-0.052734376,-0.6856079,-1.3816794,0.28244276,-0.26717558
2026/08/01@02:42:48,197,-0.7319336,-0.050598144,-0.64886476,-2.038168,0.4961832,-1.0152671
2026/08/01@02:42:49,198,-0.6925049,-0.08166504,-0.684082036,-5.587786,20.305344,1.2061069
2026/08/01@02:42:50,199,-0.6079712,-0.04949951,-0.7457886,-0.83206104,-4.923664,-1.1374046
2026/08/01@02:42:51,200,-0.5548096,-0.0383300768,-0.7692261,-2.1984732,4.2519084,-2.3740458
2026/08/01@02:42:52,201,-0.5923462,-0.012023926,-0.7506714,-0.022900764,-0.473282468,-1.6335878
2026/08/01@02:42:53,202,-0.6043701,-0.025268554,-0.741272,0.7251908,-0.419847336,-3.3587788
2026/08/01@02:42:54,203,-0.63067624,-0.035888672,-0.7262573,-1.2061069,0.389312984,-0.778625968
2026/08/01@02:42:55,204,-0.5682373,-0.054016112,-0.76708984,0.732824436,3.65648868,-1.2900764
2026/08/01@02:42:56,205,-0.5633545,-0.03668213,-0.76898192,-1.3129771,1.3358779,-2.091603
2026/08/01@02:42:57,206,-0.59936524,-0.049743652,-0.7481079,-2.0687022,-0.03816794,-1.7633588
2026/08/01@02:42:59,208,-0.5811157,-0.037719728,-0.7601929,-1.5648855,0.061068704,-1.167939
2026/08/01@02:43:00,209,-0.57543948,-0.040283204,-0.766601536,-0.90076332,3.870229,-1.0839695
2026/08/01@02:43:01,210,-0.6237793,-0.02911377,-0.71899416,-1.79389316,0.15267176,-1.4351145
2026/08/01@02:43:02,211,-0.6446533,-0.04559326,-0.71069336,-1.9541985,-0.465648868,-1.9847329
2026/08/01@02:43:03,212,-0.5477295,-0.033447264,-0.7854004,-0.9847328,-0.8244275,-3.40458
2026/08/01@02:43:04,213,-0.5878296,-0.055786132,-0.749572736,-1.4351145,7.31297736,-2.5877862
2026/08/01@02:43:05,214,-0.50897216,0.0,-0.81433108,-1.4427481,-0.57251908,-1.0076336
2026/08/01@02:43:06,215,-0.5106201,-0.0368042,-0.8045654,0.053435112,-2.091603,0.793893168
2026/08/01@02:43:07,216,-0.51153564,-0.011047363,-0.80566408,-1.7709924,1.0839695,-2.740458
2026/08/01@02:43:09,218,-0.5426636,-0.016296386,-0.7943115,-1.5267176,-0.778625968,-0.2519084
2026/08/01@02:43:10,219,-0.5563965,-0.022094726,-0.7938843,-1.2137405,3.832061,-1.70229
2026/08/01@02:43:11,220,-0.49658204,-0.015686036,-0.8310547,-0.793893168,-0.67175576,-1.5648855
2026/08/01@02:43:12,221,-0.515625,-0.033447264,-0.8217163,-1.832061,1.5648855,-0.67175576
