datetime,elapsed_s,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
2026/08/01@02:39:18,64,-0.9361572,-0.14074707,0.019104004,-1.6564885,1.5725191,-1.0839695
2026/08/01@02:39:19,65,-0.93341064,-0.14135742,0.021606446,-1.4122137,1.0992366,-0.8091603
2026/08/01@02:39:20,66,-0.928039536,-0.13873291,0.02368164,-1.4274809,1.2519084,-0.99236643
2026/08/01@02:39:21,67,-0.9317627,-0.13995362,0.018310546,-1.3587786,1.2442748,-0.977099264
2026/08/01@02:39:22,68,-0.93322752,-0.13983154,0.02923584,-1.2824427,0.6870229,-1.1603054
2026/08/01@02:39:23,69,-0.93255616,-0.13830566,0.022949218,-1.4198474,1.1984733,-1.0534351
2026/08/01@02:39:24,70,-0.9448242,-0.11254883,0.04058838,-1.1450381,2.8549618,0.26717558
2026/08/01@02:39:25,71,-0.933044432,-0.12817383,0.016052246,-0.5496183,0.9541985,-1.3969466
2026/08/01@02:39:27,73,-0.8538208,-0.14605713,0.002380371,-1.129771,1.0305344,-1.351145
2026/08/01@02:39:28,74,-0.916687,-0.14727783,0.03479004,-1.648855,1.8931298,-1.0839695
2026/08/01@02:39:29,75,-0.92749024,-0.1328125,0.016113282,-1.3053435,1.0305344,-1.4045801
2026/08/01@02:39:30,76,-0.9388428,-0.12487793,0.022094726,-1.4885496,1.2137405,-1.70229
