-0.0134561424,-0.010345459,0.018479478
-0.015275905,-0.0066833496,0.010765205
-0.009614422,-0.009002686,0.0048214208
-0.0074913656,-0.013153076,0.005074348
-0.009412226,-0.012298584,0.0050111156
-0.0035485468,-0.019012452,0.002197303
-0.0039529384,-0.009979248,0.0033354746
-0.0026386656,-0.019500732,0.0013752904
-0.000414511332,-0.016937256,0.0023237668
-0.0014254905,-0.016815186,0.0031773954
-0.000414511332,-0.013641357,0.0017862968
0.0015063491,-0.01083374,0.0016598334
0.0005964678,-0.008026123,0.0010591317
0.0012030554,-0.005218506,0.00042681428
-0.0014254905,-0.0010681152,-0.0011223635
0.00180964284,-0.0007019043,-0.0042839508
-0.0026386656,-0.0007019043,-0.0029560842
0.0013041532,0.0016174316,-0.0003951984
-0.0012232946,-0.010223389,-0.0023237668
-0.0012232946,-0.012664795,-0.00083782068
0.0021129368,-0.01461792,-0.0020708398
-0.00011121758,-0.011199951,0.0011223635
9.0978252e-05,-0.017547608,0.000237119052
0.0022140346,-0.014984131,0.0016598334
0.005246972,-0.019622802,0.001754681
0.002719524,-0.008026123,-0.0010907476
0.000192076176,-0.008636475,-0.0016282174
0.002719524,0.014190674,-0.0039677924
0.004438189,0.00711059568,-0.006402214
-0.0024364698,0.004058838,-0.004252335
-0.0007178051,0.006378174,-0.007160995
0.0019107408,0.007843018,-0.005927976
0.0026184262,0.009918213,-0.005295659
0.0061568532,0.00491333,-0.006244135
-0.0012232946,0.004547119,-0.00735069036
0.003932699,-9.1552732e-05,-0.004726573
-0.00081890308,-0.0015563965,-0.0048846524
0.003022818,0.00186157232,-0.0023553826
-0.00031341342,0.013702393,-0.0065919096
0.00180964284,0.008575439,-0.0043787984
0.0020118386,0.0028381348,-0.008267551
0.0056513636,0.008331299,-0.010101272
0.0024162302,0.015045166,-0.006939684
0.002719524,0.006866455,-0.00804624
-0.000414511332,0.0069885256,-0.006528678
-0.0010210988,0.0028381348,-0.005801513
